case_type,triplet_id,relation_family,anchor_caption,anchor_local_path,positive_caption,positive_local_path,negative_caption,negative_local_path
all_models_wrong,conflict_comp_f9575588_e7edc491,compositional_formation,Artistic arrangements of {Fruit} and {Vegetables} shaped into the forms of various {Characters}.,review/archive/images\f9575588fb765aac970bc1766efd47f6.jpg,"A unique design of {Object} shaped like a stacked arrangement of {Variation 1}, {Variation 2}, and {Variation 3}.",review/archive/images\fa47ad7edf121b34a95477cd08191028.jpg,"Arrangement of {Food} shaped like {Fruits}, {Beverages}, or {Animals}.",review/archive/images\e7edc491e400dfd63ed69de5aefdc002.jpg
all_models_wrong,conflict_comp_f9575588_f031e302,compositional_formation,Artistic arrangements of {Fruit} and {Vegetables} shaped into the forms of various {Characters}.,review/archive/images\f9575588fb765aac970bc1766efd47f6.jpg,Creative use of {Objects} to form a {Shape}.,review/archive/images\df567ccf0076cfe15dc758ce5179fc77.jpg,Creative illustrations featuring {Fruits} or {Vegetables} with human-like faces and expressive emotions.,review/archive/images\f031e302107087880f5c64cee7fb37ca.jpg
all_models_wrong,conflict_temp_e662ccd0_e9059a0f,temporal_transformation,"Visual representation of the {Process} of making {Food Item} from {Raw Material}, illustrating each stage with {Ingredients}, {Tools}, and {Environment}.",review/archive/images\e662ccd0b2764ab04d4b4ac5d7f3d24f.jpg,"""Progression of {Object} from initial state to final state, illustrated by incremental changes in {Appearance}.""",review/archive/images\e6a4c118dc80a2c4835737319d43ca4b.jpg,"Different cooking stages of {Food Item} in {Utensil}, including {Ingredient 1}, {Ingredient 2}, {Ingredient 3}, {Ingredient 4}.",review/archive/images\e9059a0f6a75a3c71ef8fdd2b599b839.jpg
all_models_wrong,conflict_temp_e91c016d_ecf449c9,temporal_transformation,"A detailed view of the life cycle of a {Plant}, highlighting its {Seed}, {Sprout}, {Leaves}, and {Flower/Bloom} stages.",review/archive/images\e91c016d738c8981682a96d5d19a8ffc.jpg,Step-by-step guide on transforming {Recycled Material} into an elegant {Object}.,review/archive/images\ea1420666aa1e3fa5fb6b25561688fff.jpg,The creation of {Food} through the combination of {Raw Ingredients} in a {Cooking Process}.,review/archive/images\ecf449c9866dc5eb843a212c3f49ccc9.jpg
all_models_wrong,conflict_temp_e91c016d_f84e693f,temporal_transformation,"A detailed view of the life cycle of a {Plant}, highlighting its {Seed}, {Sprout}, {Leaves}, and {Flower/Bloom} stages.",review/archive/images\e91c016d738c8981682a96d5d19a8ffc.jpg,Step-by-step guide on transforming {Recycled Material} into an elegant {Object}.,review/archive/images\ea1420666aa1e3fa5fb6b25561688fff.jpg,"Different styles and shades of {Object} are displayed, ranging from solid colors to detailed outlines and bold silhouettes.",review/archive/images\f84e693f9be137de582463b538a9a065.jpg
all_models_wrong,conflict_temp_e91c016d_f8ae57be,temporal_transformation,"A detailed view of the life cycle of a {Plant}, highlighting its {Seed}, {Sprout}, {Leaves}, and {Flower/Bloom} stages.",review/archive/images\e91c016d738c8981682a96d5d19a8ffc.jpg,Step-by-step guide on transforming {Recycled Material} into an elegant {Object}.,review/archive/images\ea1420666aa1e3fa5fb6b25561688fff.jpg,"An assortment of diverse {Food Items} organized by {Type}, {Ingredient}, or {Theme}.",review/archive/images\f8ae57beb301f3c302361044d6a89e49.jpg
all_models_wrong,conflict_temp_ea142066_fe4867b5,temporal_transformation,Step-by-step guide on transforming {Recycled Material} into an elegant {Object}.,review/archive/images\ea1420666aa1e3fa5fb6b25561688fff.jpg,"Hand-drawn design for {Character/Object} transformed into a physical prototype, displayed alongside its sketch.",review/archive/images\ea7b131201f4ec87f23caade7326f630.jpg,"Innovative {Object} designed for holding {Flower}, showcasing a unique design and artistic flair.",review/archive/images\fe4867b5ea44175f71d90824f3524789.jpg
all_models_wrong,conflict_temp_ebb0a441_e7e77c1a,temporal_transformation,"The transformation of {Ingredient} into {Product} shown through stages: {Raw Material}, {Processed Form}, {Finished Item}",review/archive/images\ebb0a441f27c21308e90b6f3f9ab0d3f.jpg,"""Creative transformation of repurposed {Object} into functional {Dog Bed} with unique design and artistic details.""",review/archive/images\ebd67189cf79d3ab02d0a14cbb5c4247.jpg,Unusual imagery of {Object} interacting with {Liquid} in a visually striking manner.,review/archive/images\e7e77c1ab98f73a63c4d8922d5b1abf5.jpg
all_models_wrong,conflict_temp_ebd67189_f9a513c1,temporal_transformation,"""Creative transformation of repurposed {Object} into functional {Dog Bed} with unique design and artistic details.""",review/archive/images\ebd67189cf79d3ab02d0a14cbb5c4247.jpg,"Visual representation of {Growth} where {Objects} accumulate gradually, symbolizing {Progress} in stages.",review/archive/images\ee75ff67be9685d5e0f8f83c519954c1.jpg,Side-by-side view of the real {Subject} and their {Portrait/Representation} on canvas.,review/archive/images\f9a513c153a0dbecd1973de3a55e70ea.jpg
all_models_wrong,conflict_temp_ed83ebbc_e310096e,temporal_transformation,The transformation of {Animal} from its original state to a clean and polished appearance through grooming.,review/archive/images\ed83ebbc55d3e4338818b3dbb02fe695.jpg,"Visual representation of {Growth} where {Objects} accumulate gradually, symbolizing {Progress} in stages.",review/archive/images\ee75ff67be9685d5e0f8f83c519954c1.jpg,Animals adorned with {Reindeer Antlers} to represent {Seasonal or Festive Theme}.,review/archive/images\e310096e987b7283538ff61200a6190a.jpg
all_models_wrong,conflict_temp_ed83ebbc_e939f507,temporal_transformation,The transformation of {Animal} from its original state to a clean and polished appearance through grooming.,review/archive/images\ed83ebbc55d3e4338818b3dbb02fe695.jpg,"Visual representation of {Growth} where {Objects} accumulate gradually, symbolizing {Progress} in stages.",review/archive/images\ee75ff67be9685d5e0f8f83c519954c1.jpg,Two {Animals} riding on a {Watercraft} in the waves of the ocean.,review/archive/images\e939f5076e4f65fbe99e44e175df3b76.jpg
all_models_wrong,conflict_temp_ed83ebbc_f9a513c1,temporal_transformation,The transformation of {Animal} from its original state to a clean and polished appearance through grooming.,review/archive/images\ed83ebbc55d3e4338818b3dbb02fe695.jpg,"Visual representation of {Growth} where {Objects} accumulate gradually, symbolizing {Progress} in stages.",review/archive/images\ee75ff67be9685d5e0f8f83c519954c1.jpg,Side-by-side view of the real {Subject} and their {Portrait/Representation} on canvas.,review/archive/images\f9a513c153a0dbecd1973de3a55e70ea.jpg
all_models_wrong,conflict_temp_f910f8cd_e63f6a21,temporal_transformation,"Visual representation of the {Cycle} of the {Object}, showcasing the sequence of phases or transformations step by step.",review/archive/images\f910f8cd550d71199357803316171d8e.jpg,"Artwork showing {Tree} with heart-shaped {Leaves} and {Roots}, symbolizing {Love} and {Growth}.",review/archive/images\fd170b47807317844cf1df55b1bce272.jpg,"The {Celestial Body} captured from the vantage point of the {Spacecraft}, with a backdrop of the {Black Sky}.",review/archive/images\e63f6a2185c0dbf25915cd30dbd8f418.jpg
all_models_wrong,conflict_temp_fd170b47_ef99b0d4,temporal_transformation,"Artwork showing {Tree} with heart-shaped {Leaves} and {Roots}, symbolizing {Love} and {Growth}.",review/archive/images\fd170b47807317844cf1df55b1bce272.jpg,Before-and-after portrayal of {Animal} showcasing their transformation from {Environment/Condition 1} to {Environment/Condition 2}.,review/archive/images\fec41d2a8ae1a3702dd12e0ab695cdaa.jpg,A {Tree} shaped like a {Symbol} in a {Background} setting.,review/archive/images\ef99b0d40cc703687e90a4383c2e66ec.jpg
all_models_wrong,conflict_temp_fd170b47_f84e693f,temporal_transformation,"Artwork showing {Tree} with heart-shaped {Leaves} and {Roots}, symbolizing {Love} and {Growth}.",review/archive/images\fd170b47807317844cf1df55b1bce272.jpg,Before-and-after portrayal of {Animal} showcasing their transformation from {Environment/Condition 1} to {Environment/Condition 2}.,review/archive/images\fec41d2a8ae1a3702dd12e0ab695cdaa.jpg,"Different styles and shades of {Object} are displayed, ranging from solid colors to detailed outlines and bold silhouettes.",review/archive/images\f84e693f9be137de582463b538a9a065.jpg
all_models_wrong,conflict_temp_fec41d2a_f9a513c1,temporal_transformation,Before-and-after portrayal of {Animal} showcasing their transformation from {Environment/Condition 1} to {Environment/Condition 2}.,review/archive/images\fec41d2a8ae1a3702dd12e0ab695cdaa.jpg,"""Step-by-step instructions for using {Object} to achieve {Action}, illustrated with multiple stages of {Process}.""",review/archive/images\fed9fc9fae675ca840f42c9e34601329.jpg,Side-by-side view of the real {Subject} and their {Portrait/Representation} on canvas.,review/archive/images\f9a513c153a0dbecd1973de3a55e70ea.jpg
all_models_wrong,conflict_temp_fed9fc9f_ff288b61,temporal_transformation,"""Step-by-step instructions for using {Object} to achieve {Action}, illustrated with multiple stages of {Process}.""",review/archive/images\fed9fc9fae675ca840f42c9e34601329.jpg,"Step-by-step {Process} presented through four sequential stages: {Initial State}, {Transformation 1}, {Transformation 2}, {Final Outcome}, highlighted by evolving {Details} and {Textures}.",review/archive/images\df060e263ffcb757d257f8e7e61aaad4.jpg,Innovative use of {Material} to attach a {Device} securely onto a {Surface}.,review/archive/images\ff288b61c1b42db67dba426d14ddab1b.jpg
