image_hash,local_path,url_link,caption,download_ok
e91c016d738c8981682a96d5d19a8ffc,review/archive/images\e91c016d738c8981682a96d5d19a8ffc.jpg,https://us.123rf.com/450wm/yderbisheva/yderbisheva2012/yderbisheva201200010/160438373-watercolor-cocoa-set-with-leaves-hand-painted-gold-linear-fruits-isolated-on-white-background-autumn.jpg?ver=6,"A detailed view of the life cycle of a {Plant}, highlighting its {Seed}, {Sprout}, {Leaves}, and {Flower/Bloom} stages.",True
ebb0a441f27c21308e90b6f3f9ab0d3f,review/archive/images\ebb0a441f27c21308e90b6f3f9ab0d3f.jpg,http://1tb.favim.com/preview/7/763/7632/76327/7632706.jpg,"The transformation of {Ingredient} into {Product} shown through stages: {Raw Material}, {Processed Form}, {Finished Item}",True
f3c9463ad33ca289567c0c759a4f3a84,review/archive/images\f3c9463ad33ca289567c0c759a4f3a84.jpg,https://d2c5oomqu2hs08.cloudfront.net/wp-content/uploads/2018/02/cactus-1-web.jpg,A creative arrangement of {Balloon} shaped like a {Object}.,True
f6256a34b17fe76cc6d90ccfd2f6acd5,review/archive/images\f6256a34b17fe76cc6d90ccfd2f6acd5.jpg,http://tse3.mm.bing.net/th?id=OIP.aXwDn8Q3pVj_8AzlEh0VogHaHT,A creative fusion of a {Symbol} and a {Familiar Pattern} to form a distinctive design.,True
f9575588fb765aac970bc1766efd47f6,review/archive/images\f9575588fb765aac970bc1766efd47f6.jpg,https://i.pinimg.com/736x/44/d2/bd/44d2bd716582c8f399f6a0a51bce66d4.jpg,Artistic arrangements of {Fruit} and {Vegetables} shaped into the forms of various {Characters}.,True
e586bc98c94becb7a9e35f0ee45d597e,review/archive/images\e586bc98c94becb7a9e35f0ee45d597e.jpg,https://www.kino-zeit.de/sites/default/files/styles/filmseite/public/news/bild104769.jpg?itok=QdhZadd9,Visuals of {Object} transformed into eerie or surreal {Phenomenon} in unexpected ways.,True
e7c6c07974a5926aab450ff780014cdc,review/archive/images\e7c6c07974a5926aab450ff780014cdc.jpg,https://www.dorothy-porker.com/wp-content/uploads/2021/06/Jerk-Mushroom-Recipe-London-Loy-Dorothy-Porker-Foodblog-600x500.jpg,Innovative use of {Food Items} to craft imaginative {Characters} or {Figures}.,True
df567ccf0076cfe15dc758ce5179fc77,review/archive/images\df567ccf0076cfe15dc758ce5179fc77.jpg,https://img.freepik.com/free-photo/coffee-grains-heart-form_23-2147896434.jpg?size=626&ext=jpg,Creative use of {Objects} to form a {Shape}.,True
fec41d2a8ae1a3702dd12e0ab695cdaa,review/archive/images\fec41d2a8ae1a3702dd12e0ab695cdaa.jpg,https://piximus.net/media2/48647/thumb_fw.jpg,Before-and-after portrayal of {Animal} showcasing their transformation from {Environment/Condition 1} to {Environment/Condition 2}.,True
e69ba9d3cb34cd1b8326d6eff7c291df,review/archive/images\e69ba9d3cb34cd1b8326d6eff7c291df.jpg,https://us.123rf.com/450wm/weerapat/weerapat1611/weerapat161100251/67303082-hand-watering-green-plants-growing-on-a-pile-of-golden-coins--green-business-and-investment--busines.jpg?ver=6,"Visual representation of {Plant} growing from stacked {Coins}, illustrating {Growth} or {Accumulation}.",True
eeb47991ca59d3ad8b44eb97ded966a1,review/archive/images\eeb47991ca59d3ad8b44eb97ded966a1.jpg,https://www.welovesolo.com/wp-content/uploads/vecteezy/03/bd1n0vjinyq.jpg,"The life cycle of {Plant} unfolds through the stages: {Seed}, {Sprout}, {Leaves/Buds}, {Flower}, {Fruit/Seed Dispersal}",True
ea1420666aa1e3fa5fb6b25561688fff,review/archive/images\ea1420666aa1e3fa5fb6b25561688fff.jpg,https://coolcreativity.com/wp-content/uploads/2014/05/egg-carton-flower-f.jpg,Step-by-step guide on transforming {Recycled Material} into an elegant {Object}.,True
ec08493b332e34f67466a3e600de4cd6,review/archive/images\ec08493b332e34f67466a3e600de4cd6.jpg,https://cdn.shopify.com/s/files/1/0292/5664/6690/products/0540DAE7-23E4-411E-B699-11C2DE5751F7_800x800_crop_center.jpg?v=1605458516,"The evolution of a {Subject} into a detailed {Completed Sculpture}, showcasing the artistic transformation from initial concept to finished piece.",True
e139ac0d853ce9073476efdab078b286,review/archive/images\e139ac0d853ce9073476efdab078b286.jpg,https://images.squarespace-cdn.com/content/v1/54dd3bece4b0818948434c85/1474195464000-FQ382S3HZUCXJDLPJMR0/ke17ZwdGBToddI8pDm48kOp1DUWbHziGNAtC5iviBMwUqsxRUqqbr1mOJYKfIPR7LoDQ9mXPOjoJoqy81S2I8N_N4V1vUb5AoIIIbLZhVYxCRW4BPu10St3TBAUQYVKcoqRyWAzwh-mxWXPBPCvwqitFfBRz8WqZa_IH8L9nIOXMQ4LsfZDYfVB9H7gEAFog/tumblr_oa11o1MISz1s8unw6o1_1280.jpg,"""Grid arrangement of repeated images of {Subject} in various {Colors} and {Patterns}.""",True
e2311a19734fefd9c0c4cad54a7834e4,review/archive/images\e2311a19734fefd9c0c4cad54a7834e4.jpg,"https://ik.imagekit.io/theartling/p/products/Product/05d3c46bda534dc6982e8a67ae99df71.jpg?tr=cm-pad_resize,w-611,h-611,bg-FFFFFF",A surrealistic composition highlighting an unexpected {Object} floating on or amidst the {Background}.,True
ee75ff67be9685d5e0f8f83c519954c1,review/archive/images\ee75ff67be9685d5e0f8f83c519954c1.jpg,https://us.123rf.com/450wm/holwichaikawee/holwichaikawee1712/holwichaikawee171200009/91346811-l-albero-che-cresce-sulle-monete-di-un-dollaro-ha-sistemato-come-grafico-sulla-tavola-di-legno-con-i.jpg?ver=6,"Visual representation of {Growth} where {Objects} accumulate gradually, symbolizing {Progress} in stages.",True
ff5b91e8018bda5009e0cdcd46dfa00c,review/archive/images\ff5b91e8018bda5009e0cdcd46dfa00c.jpg,http://i.pinimg.com/originals/6a/8c/eb/6a8ceb657b7e6fe82418aab9ebf28fe8.jpg,Creative use of {Object} to construct a visually stunning {Table/Mosaic} with a variety of {Colors} and {Patterns}.,True
f66cdd771f2f7cd83ce4427dd1579568,review/archive/images\f66cdd771f2f7cd83ce4427dd1579568.jpg,https://us.123rf.com/450wm/paveu/paveu1503/paveu150300009/37478858-vector-illustration-of-soy-bean-and-plants.jpg?ver=6,"The life cycle of {Plant} as it progresses from {Seed/Bulb} to {Bloom/Flower}, {Fruit/Seed Dispersal}, and {New Seeds/Seedlings}.",True
e64769e22e0a62fe6aa93b7798cef8f4,review/archive/images\e64769e22e0a62fe6aa93b7798cef8f4.jpg,http://sensiblysara.com/wp-content/uploads/2016/12/2-ingredient-biscuits.jpg,"Detailed process of crafting {Food Item} with {Ingredients} and {Tools}, progressing from {Ingredient Combination} to {Final Product}.",True
eaa499566c473a08342989af4945fcfc,review/archive/images\eaa499566c473a08342989af4945fcfc.jpg,https://www.dravenstales.ch/wp-content/uploads/2015/10/horrorfilm-schurken-romantisch-06-550x413.jpg,Photos of {People} interacting with extraordinary or hyper-realistic {Faces} in unique settings.,True
eba89b0d15181c0673ce4bd685585cf2,review/archive/images\eba89b0d15181c0673ce4bd685585cf2.jpg,https://upload.wikimedia.org/wikipedia/commons/e/ed/Acacia_senegal_-_K%C3%B6hler%E2%80%93s_Medizinal-Pflanzen-004.jpg,"Detailed illustration of the life cycle and key characteristics of a {Plant}, showcasing its {Roots}, {Stem/Leaves}, {Flowers}, and {Fruits/Seeds}.",True
fb39818e1ad3029b9e0dcacfecaf6f24,review/archive/images\fb39818e1ad3029b9e0dcacfecaf6f24.jpg,https://us.123rf.com/450wm/schenski/schenski1809/schenski180900335/110033553-balance-between-boss-and-employee-on-gold-scale.jpg?ver=6,A visual representation of balancing {Object 1} and {Object 2} on a scale.,True
f37aebc58e6f499c7b3bdf740e730ca1,review/archive/images\f37aebc58e6f499c7b3bdf740e730ca1.jpg,https://us.123rf.com/450wm/mathisa/mathisa1606/mathisa160600092/60898309-isolated-five-bar-swordtail-butterfly-life-cycle-antiphates-pompilius-on-twig-with-clipping-path.jpg?ver=6,"The life cycle of a {Insect}, showcasing its development from a {larva} through metamorphosis to a fully formed {adult}.",True
ecaa7d8a1fdadef8f3220cbd6dd7451e,review/archive/images\ecaa7d8a1fdadef8f3220cbd6dd7451e.jpg,https://cdn.wonderfuldiy.com/wp-content/uploads/2014/08/Mini-Sausage-Wreath-F1.jpg,Transforming {Food Items} into artistic designs: a {Theme/Character} concept.,True
fc2bf3aab1dcf38bf64d3ec4913279b2,review/archive/images\fc2bf3aab1dcf38bf64d3ec4913279b2.jpg,https://www.fabartdiy.com/wp-content/uploads/2014/10/Halloween-Spider-Cakes-f.jpg,"""Creative transformation of {Food Items} into artistic representations of {Animals}.""",True
e2b56cd05fa912ab335f96a8fb2657fa,review/archive/images\e2b56cd05fa912ab335f96a8fb2657fa.jpg,https://tse4.mm.bing.net/th?id=OIP.E6-hFxwen3i0FCFNUDk_pgHaHa&pid=Api&P=0&w=300&h=300,Step-by-step guide on transforming {Material} into an elegant {Flower}.,True
f13b2aeb30cbce7ac8b1c5c3ea5353b6,review/archive/images\f13b2aeb30cbce7ac8b1c5c3ea5353b6.jpg,https://us.123rf.com/450wm/hadkhanong/hadkhanong1610/hadkhanong161000010/66538459-drawing-of-set-of-monkey-head-with-pattern-for-coloring-on-white-background.jpg?ver=6,A step-by-step illustration of creating a detailed {Subject} with evolving {Details} and refined {Colors}.,True
ea7b131201f4ec87f23caade7326f630,review/archive/images\ea7b131201f4ec87f23caade7326f630.jpg,https://images.squarespace-cdn.com/content/v1/566763bf25981d4412e0f3ff/1458608823753-L5ATZQL34ALWBSR2D08J/ke17ZwdGBToddI8pDm48kFQQgP34qnCpeHaeAOzTt7pZw-zPPgdn4jUwVcJE1ZvWQUxwkmyExglNqGp0IvTJZamWLI2zvYWH8K3-s_4yszcp2ryTI0HqTOaaUohrI8PICHnXC1b9smDvYLPdL-DS7U1pkhCtl83kemXd5r3C5ngKMshLAGzx4R3EDFOm1kBS/Munny+13,"Hand-drawn design for {Character/Object} transformed into a physical prototype, displayed alongside its sketch.",True
e3ba21e9aea00353c476f9ac85401016,review/archive/images\e3ba21e9aea00353c476f9ac85401016.jpg,https://us.123rf.com/450wm/cherezoff/cherezoff1507/cherezoff150700783/42277280-perforator-in-shopping-cart-on-isolated-white-background.jpg?ver=6,Unusual combinations of {Object} and {Unrelated Object} resulting in imaginative and funny visuals.,True
f3cd10d7f3691b6266ceca6a59177a8d,review/archive/images\f3cd10d7f3691b6266ceca6a59177a8d.jpg,https://static-23.sinclairstoryline.com/resources/media/9d51baba-8343-492f-bd20-929939d0ae15-octopusencounterwithenrichmentobject.jpg,"An {Animal} interacting with a {Feeding Device} in the water, showcasing natural feeding behavior.",True
fc35762a19e5e24225dd5149be04bc24,review/archive/images\fc35762a19e5e24225dd5149be04bc24.jpg,https://i.pinimg.com/originals/d2/00/46/d2004616eca1ff98098ccae98214da54.jpg,Creative visual depictions of {Object} representing the idea of {Light}.,True
df060e263ffcb757d257f8e7e61aaad4,review/archive/images\df060e263ffcb757d257f8e7e61aaad4.jpg,http://d2jv9003bew7ag.cloudfront.net/uploads/8613006112007329-450x404.jpg,"Step-by-step {Process} presented through four sequential stages: {Initial State}, {Transformation 1}, {Transformation 2}, {Final Outcome}, highlighted by evolving {Details} and {Textures}.",True
e1b9b00d7ccd76702744832c98fb8e78,review/archive/images\e1b9b00d7ccd76702744832c98fb8e78.jpg,https://www.furilia.com/wp-content/uploads/2019/02/1549721421_956_Lion-Face-Pancake-For-Kids.jpg,A playful arrangement of {Food Items} shaped like a {Object}.,True
f6875b4ab38c43cc05aadde4063d41b5,review/archive/images\f6875b4ab38c43cc05aadde4063d41b5.jpg,"https://static.wixstatic.com/media/d17fe1_1a078d2399d14147a2099b78f1b6fd12~mv2.jpg/v1/fill/w_454,h_341,fp_0.50_0.50,q_90/d17fe1_1a078d2399d14147a2099b78f1b6fd12~mv2.jpg",Progression of {Species} through various {Stages of Development} over time.,True
ff79f005dba58277f3066de6adc4ee6a,review/archive/images\ff79f005dba58277f3066de6adc4ee6a.jpg,https://media.newyorker.com/photos/590979d8019dfc3494ea33cb/master/w_2560%2Cc_limit/Brody-Cinemas-Walking-Cure-02.jpg,"Step-by-step progression of {Subject} performing {Action}, shown in sequential frames across multiple phases.",True
f0e492741a76fd2ed688a5ea62fcedaa,review/archive/images\f0e492741a76fd2ed688a5ea62fcedaa.jpg,https://images.squarespace-cdn.com/content/538bad56e4b0c3b633f728e7/1407735580496-1CN20NL7G0R67I20AOCX/MU036.jpg?content-type=image%2Fjpeg,Progressive motion stages of {Subject} captured in sequential images across various {Actions} or {Positions}.,True
f17825dfe61346f93e4dcd4bc1b3f28f,review/archive/images\f17825dfe61346f93e4dcd4bc1b3f28f.jpg,https://raimonsibilo.files.wordpress.com/2013/10/decamps-alexandre-gabriel-the-monkey-painter.jpg?w=285&h=285&crop=1,"Depiction of {Animal} engaging in human-like activities with tools or objects, showcasing imaginative scenes involving {Scene}.",True
e8aad1a6eb2554706f98a8ed5977a02b,review/archive/images\e8aad1a6eb2554706f98a8ed5977a02b.jpg,https://data.ac-illust.com/data/thumbnails/94/94e844655fe19ee245832daef423637f_t.jpeg,"Illustrations showcasing {People} lifted by {Drone Aircraft} in diverse environments like {Mountains}, {Beaches}, or {Cities}.",True
fe234d334bd43fbab6b9b3bf33fdfdb1,review/archive/images\fe234d334bd43fbab6b9b3bf33fdfdb1.jpg,https://www.thesun.co.uk/wp-content/uploads/2016/09/nintchdbpict000266172911.jpg?w=960,Surprising interactions between {Animals} and {Objects} that mimic their behavior.,True
e662ccd0b2764ab04d4b4ac5d7f3d24f,review/archive/images\e662ccd0b2764ab04d4b4ac5d7f3d24f.jpg,https://lovingitvegan.com/wp-content/uploads/2020/12/Vegan-Ginger-Cookies-Collage-2.jpg,"Visual representation of the {Process} of making {Food Item} from {Raw Material}, illustrating each stage with {Ingredients}, {Tools}, and {Environment}.",True
dfaea76f6feb71af9edc4d6dae028b99,review/archive/images\dfaea76f6feb71af9edc4d6dae028b99.jpg,https://theawesomer.com/photos/2010/06/061510_Anti_Theft_Lunch_Bag_3.jpg,"Visuals highlighting {Food} in different conditions: fresh versus decayed, packaged versus spoiled, or uncooked versus overcooked.",True
fe49aaa60e6b4b13b7a2d795a033f8f7,review/archive/images\fe49aaa60e6b4b13b7a2d795a033f8f7.jpg,https://photos.smugmug.com/photos/i-6vVk9Db/1/L/i-6vVk9Db-L.jpg,"Step-by-step visual representation of the {Subject} performing a {Action}, showing gradual progression from {Starting Position} to {Ending Position}.",True
fc33145f128d8ef9183118b19e6f2245,review/archive/images\fc33145f128d8ef9183118b19e6f2245.jpg,https://s3-media4.fl.yelpcdn.com/bphoto/UctyxHJGKt0wVFMlj7WQtw/o.jpg,"""Creative hair designs featuring geometric patterns and shapes carved into {Hair Style} using {Cutting Technique}.""",True
e30d1402c1b9731e15b14dc9a55b985f,review/archive/images\e30d1402c1b9731e15b14dc9a55b985f.jpg,"https://static.wixstatic.com/media/4b8a3f_cc12307a42f541fe89c7675352630b24~mv2.jpg/v1/fill/w_626,h_417,al_c,q_80,usm_0.66_1.00_0.01/4b8a3f_cc12307a42f541fe89c7675352630b24~mv2.jpg",A musical staff creatively adorned with {Natural Elements} to represent {Pitch} and {Decoration}.,True
e2050b465571deb06ba53dd0702aba84,review/archive/images\e2050b465571deb06ba53dd0702aba84.jpg,"https://iiif.wellcomecollection.org/image/B0009841/full/300,/0/default.jpg","""Illustration of {Person}'s internal thoughts, represented by thought bubbles showing {Thought 1}, {Thought 2}, {Thought 3}.""",True
df3d12e5c87e8438665b166b37a72fa1,review/archive/images\df3d12e5c87e8438665b166b37a72fa1.jpg,"https://lumiere-a.akamaihd.net/v1/images/pt_disneymagicmoments_learntosketchwickettheewok_20003_89bad6ca.jpeg?region=0,0,600,450","""Step-by-step drawing process of a {Character} with progressive refinement of {Features} and final touches for {Details}.""",True
eb354b7696549fd097a044a80db7828f,review/archive/images\eb354b7696549fd097a044a80db7828f.jpg,https://cdn.shopify.com/s/files/1/0027/3229/4213/products/Doors_Collage_label_resized_grande.jpg?v=1613197726,"A collection of diverse {Objects} highlighting unique designs, patterns, and tones in an artistic arrangement.",True
e602b6e92f6c54573e1bb4ad48667e69,review/archive/images\e602b6e92f6c54573e1bb4ad48667e69.jpg,http://cute-n-tiny.com/wp-content/uploads/2010/05/cute-penguin-bento-400x300.jpg,Imaginative food arrangements transforming {Ingredients} into recognizable {Shapes} or {Characters}.,True
ea45a82b83357e43752e1b7a8a25cbcc,review/archive/images\ea45a82b83357e43752e1b7a8a25cbcc.jpg,https://images.squarespace-cdn.com/content/v1/568690b01115e06a4a17acb2/1460042078287-KTISYPZFN6IT6OG0S09Q/ke17ZwdGBToddI8pDm48kKAGTuyRrJpg8i89wxVwO71Zw-zPPgdn4jUwVcJE1ZvWQUxwkmyExglNqGp0IvTJZamWLI2zvYWH8K3-s_4yszcp2ryTI0HqTOaaUohrI8PIiW8y5t8kg646_0F5HXcvvr92gLiLlAnATZlcXk7d9qwKMshLAGzx4R3EDFOm1kBS/Tips+for+Moving+With+Kids,People wearing {Cardboard Boxes} creatively transformed into {Faces} while surrounded by {Objects} that mimic smiles and expressions.,True
f23bf5d2a19e110ad7e0e6c9f3b67125,review/archive/images\f23bf5d2a19e110ad7e0e6c9f3b67125.jpg,https://pix.avax.news/avaxnews/06/9f/00059f06_medium.jpeg,Ingenious editing merging {Scene} with {Figures} into imaginative or surreal visuals.,True
ece780da732cddd0812c30257270852a,review/archive/images\ece780da732cddd0812c30257270852a.jpg,https://media01.stockfood.com/previews/MjIzNDA4OA==/00186174-Food-collage-Vegetable-face-on-plate.jpg,"""Creative use of {Food Items} to form a {Face} with elements like {Eyes}, {Nose}, and {Mouth}.""",True
e2c548634699e005593eff2f73406127,review/archive/images\e2c548634699e005593eff2f73406127.jpg,https://cdn11.bigcommerce.com/s-t5mzvifm/images/stencil/760x760/products/472/685/1BACFPT42-a__53881.1463085504.jpg?c=2,"A {Tree} shape crafted from {Fruits}, with an array of {Colors} and {Types} arranged at the base.",True
ed7babd29e13995276c81cbb4bd1c9b5,review/archive/images\ed7babd29e13995276c81cbb4bd1c9b5.jpg,https://i.pinimg.com/736x/ff/35/a4/ff35a4cba3cfb8a46b54ff78e6fa2c8c--white-swan-life-photo.jpg,Two {Animals} positioned in a way that forms a {Symbolic Shape}.,True
fd170b47807317844cf1df55b1bce272,review/archive/images\fd170b47807317844cf1df55b1bce272.jpg,https://us.123rf.com/450wm/beaubelle/beaubelle1509/beaubelle150900004/44846317-%E7%94%9F%E5%91%BD%E3%81%AE%E6%A8%B9%E3%80%81%E3%83%8F%E3%83%BC%E3%83%88%E5%BD%A2%E3%81%AE%E6%9E%9D%E3%81%A8%E6%A0%B9.jpg?ver=6,"Artwork showing {Tree} with heart-shaped {Leaves} and {Roots}, symbolizing {Love} and {Growth}.",True
e439da05427b410c1f832742dc38c5a8,review/archive/images\e439da05427b410c1f832742dc38c5a8.jpg,http://static7.depositphotos.com/1006480/683/v/950/depositphotos_6838608-Set-of-Colorful-Art-Pencils.jpg,A collection of {Objects} arranged in a circular formation with varying {Colors} or {Patterns}.,True
ee088e8ba7490d514a454d4a214d460b,review/archive/images\ee088e8ba7490d514a454d4a214d460b.jpg,https://2img.net/h/jebeurrematartine.files.wordpress.com/2013/02/vincent-van-gogh-skull-of-a-skeleton-with-burning-cigarette1.jpg,Creative portraits of {Subject} showcasing an artistic rendering of a {Fossilized Object}.,True
f7a29de93eda4fe16ad3de37aa5fe409,review/archive/images\f7a29de93eda4fe16ad3de37aa5fe409.jpg,https://i.pinimg.com/736x/e8/36/2f/e8362f3983a8020d5be7d9bd47e5b5af.jpg,Artistic representation of {Fruits} and {Vegetables} arranged into a {Face} design on a plate.,True
fe05e6387b964f284f221faf825a46cb,review/archive/images\fe05e6387b964f284f221faf825a46cb.jpg,https://streetartutopia.com/wp-content/uploads/2015/08/Street-Art-by-Nikita-Nomerz-A-Collection-5.jpg,Creative mural work on {Surface} featuring a {Theme} face or {Character}.,True
ff201a6ef034350aa47ab0361aec9f93,review/archive/images\ff201a6ef034350aa47ab0361aec9f93.jpg,https://us.123rf.com/450wm/lonely11/lonely111307/lonely11130700014/20920832-sombrero-and-mustache-mexican-accessories--illustration-contains-transparency-and-blending-effects.jpg,Illustrations of {Symbol} fused with an imaginative {Face} to create unique {Concepts}.,True
fb36b184aa8814e41f726fc180c809a8,review/archive/images\fb36b184aa8814e41f726fc180c809a8.jpg,https://cdn2.tass.ru/fit/1000x1000_ad2ec9e9/tass/m2/en/uploads/i/20160301/1125846.jpg,"Scenarios portraying {Person 1} and {Person 2} in contrasting {Action 1} and {Action 2}, showcasing differences in {Environment} and {Behavior}.",True
fe4867b5ea44175f71d90824f3524789,review/archive/images\fe4867b5ea44175f71d90824f3524789.jpg,https://cdn.shopify.com/s/files/1/0023/8950/8132/products/PVC_Grey_Gradient_cropped_450x.jpg?v=1539704958,"Innovative {Object} designed for holding {Flower}, showcasing a unique design and artistic flair.",True
f6c88e4c4d36e348f9338f11ea3c8a45,review/archive/images\f6c88e4c4d36e348f9338f11ea3c8a45.jpg,https://us.123rf.com/450wm/theblackrhino/theblackrhino1504/theblackrhino150400191/38545617-finger-over-blender-button-with-scared-person-in-jar.jpg?ver=6,Visuals depicting {Action} carried out with the help of a {Object}.,True
e7c44a402383f0881f075fa7fdde6888,review/archive/images\e7c44a402383f0881f075fa7fdde6888.jpg,https://i.pinimg.com/736x/3a/af/5f/3aaf5f713ce6f1576e86f0c5b8f90885--christmas-eve-christmas-parties.jpg,Creative use of {Food Items} to form the shape of a {Christmas Tree}.,True
ed625aa0509fe6000176bc2f4ffa760e,review/archive/images\ed625aa0509fe6000176bc2f4ffa760e.jpg,http://1.bp.blogspot.com/_Fzq94YVbHHM/SSFlv4O2phI/AAAAAAAAVRo/e_F63hKUURI/s400/food-art-05.jpg,A unique fusion of {Vegetables} shaped into imaginative {Animals}.,True
ff10fe10c167bea8bce09c43b6d2a48d,review/archive/images\ff10fe10c167bea8bce09c43b6d2a48d.jpg,https://us.123rf.com/450wm/dutourdumonde/dutourdumonde1603/dutourdumonde160300018/55314867-old-hill-street-police-station-historic-building-in-singapore-neo-classical-style-building-with-colo.jpg?ver=6,Artistic depiction of {Structure} adorned with bold {Colors} in various patterns or designs.,True
f54e3fefe4206f79a3b37bfac1db08c8,review/archive/images\f54e3fefe4206f79a3b37bfac1db08c8.jpg,https://img2.goodfon.com/wallpaper/big/b/26/fon-trava-listya-cvety-belye.jpg,A creative display of {Flowers} forming a {Symbol}.,True
e8827721df325f4fc220b1d339e894ab,review/archive/images\e8827721df325f4fc220b1d339e894ab.jpg,https://us.123rf.com/450wm/serg788/serg7881511/serg788151100221/48446281-vegetable-rabbit-on-blue-plate-on-wooden-background.jpg?ver=6,A playful arrangement of {Food Items} shaped into a {Animal}.,True
f8cf828cc20d191a97f47d958a8eb85a,review/archive/images\f8cf828cc20d191a97f47d958a8eb85a.jpg,https://img0.etsystatic.com/002/0/7046480/il_570xN.359498852_of9d.jpg,Arrangement of {Utensils} into a {Conceptual Structure} with imaginative designs.,True
e255b2c5d74978e6e5e70df7e43836d0,review/archive/images\e255b2c5d74978e6e5e70df7e43836d0.jpg,https://img1.etsystatic.com/203/0/5236506/il_340x270.1263092685_78ni.jpg,A heart-shaped arrangement made with {Objects} of different {Colors} and {Shapes}.,True
f48803128c90f0822b13f5611616e69a,review/archive/images\f48803128c90f0822b13f5611616e69a.jpg,https://g.foolcdn.com/image/?url=https%3A%2F%2Fg.foolcdn.com%2Feditorial%2Fimages%2F457228%2Fsenior-with-mag-glass-gettyimages-92378338.jpg&amp;w=700&amp;op=resize,"""Close-up view of a {Person} using a {Magnifying Glass} to examine {Object}.""",True
ed37c80a0e6c075411432da61a49799a,review/archive/images\ed37c80a0e6c075411432da61a49799a.jpg,https://us.123rf.com/450wm/akz/akz1505/akz150502751/40341572-portrait-of-little-smiling-blonde-boy-child-holding-photo-frame-framing-his-face-studio-shot-isolate.jpg?ver=6,People framing their {Face} with a {Frame}.,True
e9f1105995cfa1ba8673317081ddfd59,review/archive/images\e9f1105995cfa1ba8673317081ddfd59.jpg,https://us.123rf.com/450wm/imagesourceprem/imagesourceprem1706/imagesourceprem170664785/82214248-aerial-view-of-friends-lying-in-star-shape-on-sand.jpg?ver=6,"""Group of {People} forming a {Shape} on the ground using {Object}.""",True
ed3d84c842377464f884c300e72912c5,review/archive/images\ed3d84c842377464f884c300e72912c5.jpg,https://s3.amazonaws.com/freestock-prod/450/freestock_58144744.jpg,A group of {People} arranged in a circular formation around a central {Object}.,True
fe03ca2d30f62aea0ca87c897b594c63,review/archive/images\fe03ca2d30f62aea0ca87c897b594c63.jpg,https://us.123rf.com/450wm/magicleaf/magicleaf1812/magicleaf181205589/113408737-vector-illustration-of-insect-and-fly-logo-collection-of-insect-and-element-stock-symbol-for-web-.jpg?ver=6,An array of {Object} designs featuring different {Style} and {Color} elements.,True
ff94486f2fb662ef963bb3c9d62a8e65,review/archive/images\ff94486f2fb662ef963bb3c9d62a8e65.jpg,"https://images-wixmp-ed30a86b8c4ca887773594c2.wixmp.com/f/330850b0-94df-44eb-a396-938a7de99d11/d3dgwdl-cd3fb11c-5415-4e0c-b101-0fee5656cde9.jpg/v1/fill/w_900,h_598,q_75,strp/3d_origami_pikachu_by_ibeautylovely-d3dgwdl.jpg?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJpc3MiOiJ1cm46YXBwOjdlMGQxODg5ODIyNjQzNzNhNWYwZDQxNWVhMGQyNmUwIiwic3ViIjoidXJuOmFwcDo3ZTBkMTg4OTgyMjY0MzczYTVmMGQ0MTVlYTBkMjZlMCIsImF1ZCI6WyJ1cm46c2VydmljZTppbWFnZS5vcGVyYXRpb25zIl0sIm9iaiI6W1t7InBhdGgiOiIvZi8zMzA4NTBiMC05NGRmLTQ0ZWItYTM5Ni05MzhhN2RlOTlkMTEvZDNkZ3dkbC1jZDNmYjExYy01NDE1LTRlMGMtYjEwMS0wZmVlNTY1NmNkZTkuanBnIiwid2lkdGgiOiI8PTkwMCIsImhlaWdodCI6Ijw9NTk4In1dXX0.kjwEeJcTmOrgFv5gvxPE_Pr9wF8muWQaagwsH9kYyt0",An intricately folded {Paper} origami creation shaped like a {Character/Animal}.,True
ec46ab4c0047376101de83dd39032dfc,review/archive/images\ec46ab4c0047376101de83dd39032dfc.jpg,https://live.staticflickr.com/65535/49029286312_9d3ddb5e9c_b.jpg,"""Group photo of {Group} arranged in a {Shape} formation on a {Background}.""",True
ee7f5a3836e221d28c962845e6143e61,review/archive/images\ee7f5a3836e221d28c962845e6143e61.jpg,https://us.123rf.com/450wm/namiros/namiros1608/namiros160800136/61134739-tangerines-in-a-heart-on-white-background.jpg?ver=6,Creative use of {Fruit} slices to form a {Shape}.,True
f9a513c153a0dbecd1973de3a55e70ea,review/archive/images\f9a513c153a0dbecd1973de3a55e70ea.jpg,https://4.bp.blogspot.com/-X751b7p8bsU/VN8KNc-5Q9I/AAAAAAAAOpk/T-xSSoKP2WE/s1600/Roxy%2Bwith%2Bher%2Bpainting.jpg,Side-by-side view of the real {Subject} and their {Portrait/Representation} on canvas.,True
e70a0c9405880aa5878cf9b6113e70b0,review/archive/images\e70a0c9405880aa5878cf9b6113e70b0.jpg,https://petapixel.com/assets/uploads/2013/04/andydayparkour-12.jpg,"Photos showcasing {Action} on {Surface}, with {Shadow} emphasizing the motion against the background.",True
ed4e56476e4d0b60f47f65e85f6f64cb,review/archive/images\ed4e56476e4d0b60f47f65e85f6f64cb.jpg,https://i1.pickpik.com/photos/386/261/100/flowers-tree-harmony-harmonious-thumb.jpg,Creative tree designs using {Flowers} arranged to form a {Shape}.,True
