item_id,section,decision,notes,hashes,similarity
conflict::ea7b131201f4ec87f23caade7326f630::fce666487a7f5ef9f5c01f5804f7fdc7,conflict_negative,reject,,"ea7b131201f4ec87f23caade7326f630,fce666487a7f5ef9f5c01f5804f7fdc7",cosine similarity = 0.601 (rank 2/5)
conflict::ea7b131201f4ec87f23caade7326f630::f8c88b7f542843c9136f1bbcf5fb35e0,conflict_negative,reject,,"ea7b131201f4ec87f23caade7326f630,f8c88b7f542843c9136f1bbcf5fb35e0",cosine similarity = 0.596 (rank 3/5)
conflict::ea7b131201f4ec87f23caade7326f630::f104ebebe210b9a7cb9addedc0d03100,conflict_negative,accept,,"ea7b131201f4ec87f23caade7326f630,f104ebebe210b9a7cb9addedc0d03100",cosine similarity = 0.570 (rank 4/5)
conflict::ea7b131201f4ec87f23caade7326f630::e995bf12825a7c078c81d0285370e5c9,conflict_negative,reject,,"ea7b131201f4ec87f23caade7326f630,e995bf12825a7c078c81d0285370e5c9",cosine similarity = 0.568 (rank 5/5)
conflict::ea1420666aa1e3fa5fb6b25561688fff::f15b2be8b9f85a5ab560c727601890fe,conflict_negative,reject,,"ea1420666aa1e3fa5fb6b25561688fff,f15b2be8b9f85a5ab560c727601890fe",cosine similarity = 0.667 (rank 1/5)
conflict::ea1420666aa1e3fa5fb6b25561688fff::fe4867b5ea44175f71d90824f3524789,conflict_negative,accept,,"ea1420666aa1e3fa5fb6b25561688fff,fe4867b5ea44175f71d90824f3524789",cosine similarity = 0.655 (rank 2/5)
conflict::ea1420666aa1e3fa5fb6b25561688fff::fccb407244818cb4573be8075adedc73,conflict_negative,reject,,"ea1420666aa1e3fa5fb6b25561688fff,fccb407244818cb4573be8075adedc73",cosine similarity = 0.649 (rank 3/5)
conflict::ea1420666aa1e3fa5fb6b25561688fff::e995bf12825a7c078c81d0285370e5c9,conflict_negative,accept,,"ea1420666aa1e3fa5fb6b25561688fff,e995bf12825a7c078c81d0285370e5c9",cosine similarity = 0.637 (rank 4/5)
conflict::ea1420666aa1e3fa5fb6b25561688fff::ebee947c663d7c1e66065c1dc8e38f6c,conflict_negative,reject,,"ea1420666aa1e3fa5fb6b25561688fff,ebee947c663d7c1e66065c1dc8e38f6c",cosine similarity = 0.625 (rank 5/5)
conflict::df567ccf0076cfe15dc758ce5179fc77::f9e159e97723f6fdb3a8dc55692c1954,conflict_negative,reject,,"df567ccf0076cfe15dc758ce5179fc77,f9e159e97723f6fdb3a8dc55692c1954",cosine similarity = 0.784 (rank 1/5)
conflict::df567ccf0076cfe15dc758ce5179fc77::ee7f5a3836e221d28c962845e6143e61,conflict_negative,reject,,"df567ccf0076cfe15dc758ce5179fc77,ee7f5a3836e221d28c962845e6143e61",cosine similarity = 0.767 (rank 2/5)
conflict::df567ccf0076cfe15dc758ce5179fc77::ef99b0d40cc703687e90a4383c2e66ec,conflict_negative,accept,,"df567ccf0076cfe15dc758ce5179fc77,ef99b0d40cc703687e90a4383c2e66ec",cosine similarity = 0.747 (rank 3/5)
conflict::df567ccf0076cfe15dc758ce5179fc77::eeac8a2244faceedd3a4f96bc156a8e4,conflict_negative,reject,,"df567ccf0076cfe15dc758ce5179fc77,eeac8a2244faceedd3a4f96bc156a8e4",cosine similarity = 0.734 (rank 4/5)
conflict::df567ccf0076cfe15dc758ce5179fc77::f80a40b6e61d3c2f7bcbae17bace605c,conflict_negative,reject,,"df567ccf0076cfe15dc758ce5179fc77,f80a40b6e61d3c2f7bcbae17bace605c",cosine similarity = 0.732 (rank 5/5)
conflict::eeb47991ca59d3ad8b44eb97ded966a1::f6b27f58c459342d805416139ba7aaeb,conflict_negative,reject,,"eeb47991ca59d3ad8b44eb97ded966a1,f6b27f58c459342d805416139ba7aaeb",cosine similarity = 0.779 (rank 1/5)
conflict::eeb47991ca59d3ad8b44eb97ded966a1::e699eb5f80a49467733cd08230692473,conflict_negative,accept,,"eeb47991ca59d3ad8b44eb97ded966a1,e699eb5f80a49467733cd08230692473",cosine similarity = 0.776 (rank 2/5)
conflict::eeb47991ca59d3ad8b44eb97ded966a1::e1dc301469487d4949307f51aa788ca4,conflict_negative,reject,,"eeb47991ca59d3ad8b44eb97ded966a1,e1dc301469487d4949307f51aa788ca4",cosine similarity = 0.762 (rank 3/5)
conflict::eeb47991ca59d3ad8b44eb97ded966a1::fab083c9555872536b9b4084f1adba44,conflict_negative,reject,,"eeb47991ca59d3ad8b44eb97ded966a1,fab083c9555872536b9b4084f1adba44",cosine similarity = 0.747 (rank 4/5)
conflict::eeb47991ca59d3ad8b44eb97ded966a1::e201cc39dd39caa8863f9f73fb24ddc8,conflict_negative,reject,,"eeb47991ca59d3ad8b44eb97ded966a1,e201cc39dd39caa8863f9f73fb24ddc8",cosine similarity = 0.744 (rank 5/5)
conflict::f54e3fefe4206f79a3b37bfac1db08c8::ef99b0d40cc703687e90a4383c2e66ec,conflict_negative,accept,,"f54e3fefe4206f79a3b37bfac1db08c8,ef99b0d40cc703687e90a4383c2e66ec",cosine similarity = 0.847 (rank 1/5)
conflict::f54e3fefe4206f79a3b37bfac1db08c8::f830ec8072bfc1f64b8331d1d7f68803,conflict_negative,reject,,"f54e3fefe4206f79a3b37bfac1db08c8,f830ec8072bfc1f64b8331d1d7f68803",cosine similarity = 0.797 (rank 2/5)
conflict::f54e3fefe4206f79a3b37bfac1db08c8::f66447c31f7cdea1b76e4d04b61eafb1,conflict_negative,accept,,"f54e3fefe4206f79a3b37bfac1db08c8,f66447c31f7cdea1b76e4d04b61eafb1",cosine similarity = 0.786 (rank 3/5)
conflict::f54e3fefe4206f79a3b37bfac1db08c8::f861229071c77edcb2cdad5217d3052c,conflict_negative,accept,,"f54e3fefe4206f79a3b37bfac1db08c8,f861229071c77edcb2cdad5217d3052c",cosine similarity = 0.779 (rank 4/5)
conflict::f54e3fefe4206f79a3b37bfac1db08c8::f15b2be8b9f85a5ab560c727601890fe,conflict_negative,reject,,"f54e3fefe4206f79a3b37bfac1db08c8,f15b2be8b9f85a5ab560c727601890fe",cosine similarity = 0.778 (rank 5/5)
conflict::fed9fc9fae675ca840f42c9e34601329::e9b17aed0083175bb5a3a01aefb71ea3,conflict_negative,reject,,"fed9fc9fae675ca840f42c9e34601329,e9b17aed0083175bb5a3a01aefb71ea3",cosine similarity = 0.710 (rank 1/5)
conflict::fed9fc9fae675ca840f42c9e34601329::eea56b47784a944b5d1b0277e9b15538,conflict_negative,reject,,"fed9fc9fae675ca840f42c9e34601329,eea56b47784a944b5d1b0277e9b15538",cosine similarity = 0.683 (rank 2/5)
conflict::fed9fc9fae675ca840f42c9e34601329::ff288b61c1b42db67dba426d14ddab1b,conflict_negative,accept,,"fed9fc9fae675ca840f42c9e34601329,ff288b61c1b42db67dba426d14ddab1b",cosine similarity = 0.652 (rank 3/5)
conflict::fed9fc9fae675ca840f42c9e34601329::df8a7aadeb1cedf65ac7e7251c2a9453,conflict_negative,reject,,"fed9fc9fae675ca840f42c9e34601329,df8a7aadeb1cedf65ac7e7251c2a9453",cosine similarity = 0.648 (rank 4/5)
conflict::fed9fc9fae675ca840f42c9e34601329::ffcb786711e6b468f09d90a387fcde83,conflict_negative,reject,,"fed9fc9fae675ca840f42c9e34601329,ffcb786711e6b468f09d90a387fcde83",cosine similarity = 0.643 (rank 5/5)
conflict::e6a4c118dc80a2c4835737319d43ca4b::e9658cfe8fdab57b95d7fb0c1af97b21,conflict_negative,reject,,"e6a4c118dc80a2c4835737319d43ca4b,e9658cfe8fdab57b95d7fb0c1af97b21",cosine similarity = 0.761 (rank 1/5)
conflict::e6a4c118dc80a2c4835737319d43ca4b::e11956dec8e354dfd2d642dcb233adfe,conflict_negative,reject,,"e6a4c118dc80a2c4835737319d43ca4b,e11956dec8e354dfd2d642dcb233adfe",cosine similarity = 0.755 (rank 2/5)
conflict::e6a4c118dc80a2c4835737319d43ca4b::e1dc301469487d4949307f51aa788ca4,conflict_negative,reject,,"e6a4c118dc80a2c4835737319d43ca4b,e1dc301469487d4949307f51aa788ca4",cosine similarity = 0.754 (rank 3/5)
conflict::e6a4c118dc80a2c4835737319d43ca4b::fc3068c41f6f9733fd94dd5e04cd39bb,conflict_negative,reject,,"e6a4c118dc80a2c4835737319d43ca4b,fc3068c41f6f9733fd94dd5e04cd39bb",cosine similarity = 0.750 (rank 4/5)
conflict::e6a4c118dc80a2c4835737319d43ca4b::fd26fbc48c9f0a3bc913093a368e8d5a,conflict_negative,reject,,"e6a4c118dc80a2c4835737319d43ca4b,fd26fbc48c9f0a3bc913093a368e8d5a",cosine similarity = 0.745 (rank 5/5)
conflict::fec41d2a8ae1a3702dd12e0ab695cdaa::e7f73c55ec5b6d8d10a4daa8fbffc306,conflict_negative,reject,,"fec41d2a8ae1a3702dd12e0ab695cdaa,e7f73c55ec5b6d8d10a4daa8fbffc306",cosine similarity = 0.731 (rank 1/5)
conflict::fec41d2a8ae1a3702dd12e0ab695cdaa::e22288fadccfe610019bbd2edcd1e3c3,conflict_negative,reject,,"fec41d2a8ae1a3702dd12e0ab695cdaa,e22288fadccfe610019bbd2edcd1e3c3",cosine similarity = 0.637 (rank 2/5)
conflict::fec41d2a8ae1a3702dd12e0ab695cdaa::f31f59efd0d6d241bd89f842d0cf9fda,conflict_negative,accept,,"fec41d2a8ae1a3702dd12e0ab695cdaa,f31f59efd0d6d241bd89f842d0cf9fda",cosine similarity = 0.636 (rank 3/5)
conflict::fec41d2a8ae1a3702dd12e0ab695cdaa::f4c51bc7fa8846d67db6080186ed7646,conflict_negative,reject,,"fec41d2a8ae1a3702dd12e0ab695cdaa,f4c51bc7fa8846d67db6080186ed7646",cosine similarity = 0.623 (rank 4/5)
conflict::fec41d2a8ae1a3702dd12e0ab695cdaa::f9a513c153a0dbecd1973de3a55e70ea,conflict_negative,accept,,"fec41d2a8ae1a3702dd12e0ab695cdaa,f9a513c153a0dbecd1973de3a55e70ea",cosine similarity = 0.598 (rank 5/5)
conflict::e662ccd0b2764ab04d4b4ac5d7f3d24f::f35d3ee52bd5b1eaaf43ae42f6c9712c,conflict_negative,reject,,"e662ccd0b2764ab04d4b4ac5d7f3d24f,f35d3ee52bd5b1eaaf43ae42f6c9712c",cosine similarity = 0.705 (rank 1/5)
conflict::e662ccd0b2764ab04d4b4ac5d7f3d24f::f8ae57beb301f3c302361044d6a89e49,conflict_negative,reject,,"e662ccd0b2764ab04d4b4ac5d7f3d24f,f8ae57beb301f3c302361044d6a89e49",cosine similarity = 0.667 (rank 2/5)
conflict::e662ccd0b2764ab04d4b4ac5d7f3d24f::e9059a0f6a75a3c71ef8fdd2b599b839,conflict_negative,accept,,"e662ccd0b2764ab04d4b4ac5d7f3d24f,e9059a0f6a75a3c71ef8fdd2b599b839",cosine similarity = 0.652 (rank 3/5)
conflict::e662ccd0b2764ab04d4b4ac5d7f3d24f::e770456ad055030fdc8dd37b5f2c53e0,conflict_negative,reject,,"e662ccd0b2764ab04d4b4ac5d7f3d24f,e770456ad055030fdc8dd37b5f2c53e0",cosine similarity = 0.644 (rank 4/5)
conflict::e662ccd0b2764ab04d4b4ac5d7f3d24f::fc08101131a7dad55bb6e42d640ae5a4,conflict_negative,reject,,"e662ccd0b2764ab04d4b4ac5d7f3d24f,fc08101131a7dad55bb6e42d640ae5a4",cosine similarity = 0.643 (rank 5/5)
conflict::f1ff4ab844a704d88cb60740bfed50cc::e11956dec8e354dfd2d642dcb233adfe,conflict_negative,reject,,"f1ff4ab844a704d88cb60740bfed50cc,e11956dec8e354dfd2d642dcb233adfe",cosine similarity = 0.775 (rank 1/5)
conflict::f1ff4ab844a704d88cb60740bfed50cc::df8a7aadeb1cedf65ac7e7251c2a9453,conflict_negative,reject,,"f1ff4ab844a704d88cb60740bfed50cc,df8a7aadeb1cedf65ac7e7251c2a9453",cosine similarity = 0.767 (rank 2/5)
conflict::f1ff4ab844a704d88cb60740bfed50cc::fd26fbc48c9f0a3bc913093a368e8d5a,conflict_negative,reject,,"f1ff4ab844a704d88cb60740bfed50cc,fd26fbc48c9f0a3bc913093a368e8d5a",cosine similarity = 0.750 (rank 3/5)
conflict::f1ff4ab844a704d88cb60740bfed50cc::e201cc39dd39caa8863f9f73fb24ddc8,conflict_negative,reject,,"f1ff4ab844a704d88cb60740bfed50cc,e201cc39dd39caa8863f9f73fb24ddc8",cosine similarity = 0.748 (rank 4/5)
conflict::f1ff4ab844a704d88cb60740bfed50cc::e9658cfe8fdab57b95d7fb0c1af97b21,conflict_negative,reject,,"f1ff4ab844a704d88cb60740bfed50cc,e9658cfe8fdab57b95d7fb0c1af97b21",cosine similarity = 0.743 (rank 5/5)
aligned::ebd67189cf79d3ab02d0a14cbb5c4247::fec41d2a8ae1a3702dd12e0ab695cdaa,aligned_pair,reject,,"ebd67189cf79d3ab02d0a14cbb5c4247,fec41d2a8ae1a3702dd12e0ab695cdaa",cosine similarity = 0.562
aligned::ebd67189cf79d3ab02d0a14cbb5c4247::f60da86eb72ac291f909bb02b02ce9ff,aligned_pair,reject,,"ebd67189cf79d3ab02d0a14cbb5c4247,f60da86eb72ac291f909bb02b02ce9ff",cosine similarity = 0.544
aligned::ebd67189cf79d3ab02d0a14cbb5c4247::ed83ebbc55d3e4338818b3dbb02fe695,aligned_pair,accept,,"ebd67189cf79d3ab02d0a14cbb5c4247,ed83ebbc55d3e4338818b3dbb02fe695",cosine similarity = 0.543
aligned::df567ccf0076cfe15dc758ce5179fc77::f7a829fad79772994d2abe53177f4e93,aligned_pair,accept,,"df567ccf0076cfe15dc758ce5179fc77,f7a829fad79772994d2abe53177f4e93",cosine similarity = 0.846
aligned::e255b2c5d74978e6e5e70df7e43836d0::f7a829fad79772994d2abe53177f4e93,aligned_pair,reject,,"e255b2c5d74978e6e5e70df7e43836d0,f7a829fad79772994d2abe53177f4e93",cosine similarity = 0.673
aligned::f54e3fefe4206f79a3b37bfac1db08c8::f7a829fad79772994d2abe53177f4e93,aligned_pair,reject,,"f54e3fefe4206f79a3b37bfac1db08c8,f7a829fad79772994d2abe53177f4e93",cosine similarity = 0.653
aligned::df567ccf0076cfe15dc758ce5179fc77::e255b2c5d74978e6e5e70df7e43836d0,aligned_pair,reject,,"df567ccf0076cfe15dc758ce5179fc77,e255b2c5d74978e6e5e70df7e43836d0",cosine similarity = 0.739
aligned::e255b2c5d74978e6e5e70df7e43836d0::f54e3fefe4206f79a3b37bfac1db08c8,aligned_pair,reject,,"e255b2c5d74978e6e5e70df7e43836d0,f54e3fefe4206f79a3b37bfac1db08c8",cosine similarity = 0.717
aligned::e255b2c5d74978e6e5e70df7e43836d0::f3c9463ad33ca289567c0c759a4f3a84,aligned_pair,reject,,"e255b2c5d74978e6e5e70df7e43836d0,f3c9463ad33ca289567c0c759a4f3a84",cosine similarity = 0.708
aligned::efcda0d0b8bad6595d7adfd806c527d7::f3c9463ad33ca289567c0c759a4f3a84,aligned_pair,reject,,"efcda0d0b8bad6595d7adfd806c527d7,f3c9463ad33ca289567c0c759a4f3a84",cosine similarity = 0.723
aligned::e291af82274868828f158594ef94fb55::efcda0d0b8bad6595d7adfd806c527d7,aligned_pair,reject,,"e291af82274868828f158594ef94fb55,efcda0d0b8bad6595d7adfd806c527d7",cosine similarity = 0.657
aligned::e255b2c5d74978e6e5e70df7e43836d0::efcda0d0b8bad6595d7adfd806c527d7,aligned_pair,reject,,"e255b2c5d74978e6e5e70df7e43836d0,efcda0d0b8bad6595d7adfd806c527d7",cosine similarity = 0.650
aligned::f1ff4ab844a704d88cb60740bfed50cc::f60da86eb72ac291f909bb02b02ce9ff,aligned_pair,reject,,"f1ff4ab844a704d88cb60740bfed50cc,f60da86eb72ac291f909bb02b02ce9ff",cosine similarity = 0.747
aligned::e6a4c118dc80a2c4835737319d43ca4b::f60da86eb72ac291f909bb02b02ce9ff,aligned_pair,reject,,"e6a4c118dc80a2c4835737319d43ca4b,f60da86eb72ac291f909bb02b02ce9ff",cosine similarity = 0.695
aligned::eeb47991ca59d3ad8b44eb97ded966a1::f60da86eb72ac291f909bb02b02ce9ff,aligned_pair,reject,,"eeb47991ca59d3ad8b44eb97ded966a1,f60da86eb72ac291f909bb02b02ce9ff",cosine similarity = 0.691
aligned::e0fa6b5ae10efedbd0d7132ab05cf39f::e6a4c118dc80a2c4835737319d43ca4b,aligned_pair,reject,,"e0fa6b5ae10efedbd0d7132ab05cf39f,e6a4c118dc80a2c4835737319d43ca4b",cosine similarity = 0.541
aligned::e0fa6b5ae10efedbd0d7132ab05cf39f::eeb47991ca59d3ad8b44eb97ded966a1,aligned_pair,reject,,"e0fa6b5ae10efedbd0d7132ab05cf39f,eeb47991ca59d3ad8b44eb97ded966a1",cosine similarity = 0.525
aligned::e0fa6b5ae10efedbd0d7132ab05cf39f::f1ff4ab844a704d88cb60740bfed50cc,aligned_pair,reject,,"e0fa6b5ae10efedbd0d7132ab05cf39f,f1ff4ab844a704d88cb60740bfed50cc",cosine similarity = 0.520
aligned::ed4e56476e4d0b60f47f65e85f6f64cb::f54e3fefe4206f79a3b37bfac1db08c8,aligned_pair,reject,,"ed4e56476e4d0b60f47f65e85f6f64cb,f54e3fefe4206f79a3b37bfac1db08c8",cosine similarity = 0.853
aligned::e291af82274868828f158594ef94fb55::ed4e56476e4d0b60f47f65e85f6f64cb,aligned_pair,reject,,"e291af82274868828f158594ef94fb55,ed4e56476e4d0b60f47f65e85f6f64cb",cosine similarity = 0.714
aligned::e255b2c5d74978e6e5e70df7e43836d0::ed4e56476e4d0b60f47f65e85f6f64cb,aligned_pair,reject,,"e255b2c5d74978e6e5e70df7e43836d0,ed4e56476e4d0b60f47f65e85f6f64cb",cosine similarity = 0.702
aligned::e6a4c118dc80a2c4835737319d43ca4b::ebb0a441f27c21308e90b6f3f9ab0d3f,aligned_pair,reject,,"e6a4c118dc80a2c4835737319d43ca4b,ebb0a441f27c21308e90b6f3f9ab0d3f",cosine similarity = 0.576
aligned::ebb0a441f27c21308e90b6f3f9ab0d3f::eeb47991ca59d3ad8b44eb97ded966a1,aligned_pair,reject,,"ebb0a441f27c21308e90b6f3f9ab0d3f,eeb47991ca59d3ad8b44eb97ded966a1",cosine similarity = 0.575
aligned::e91c016d738c8981682a96d5d19a8ffc::ebb0a441f27c21308e90b6f3f9ab0d3f,aligned_pair,accept,,"e91c016d738c8981682a96d5d19a8ffc,ebb0a441f27c21308e90b6f3f9ab0d3f",cosine similarity = 0.567
aligned::e255b2c5d74978e6e5e70df7e43836d0::e291af82274868828f158594ef94fb55,aligned_pair,reject,,"e255b2c5d74978e6e5e70df7e43836d0,e291af82274868828f158594ef94fb55",cosine similarity = 0.662
aligned::e255b2c5d74978e6e5e70df7e43836d0::e4402b2e7348f555b141c775291a2957,aligned_pair,reject,,"e255b2c5d74978e6e5e70df7e43836d0,e4402b2e7348f555b141c775291a2957",cosine similarity = 0.685
aligned::e4402b2e7348f555b141c775291a2957::ed4e56476e4d0b60f47f65e85f6f64cb,aligned_pair,reject,,"e4402b2e7348f555b141c775291a2957,ed4e56476e4d0b60f47f65e85f6f64cb",cosine similarity = 0.658
aligned::e4402b2e7348f555b141c775291a2957::efcda0d0b8bad6595d7adfd806c527d7,aligned_pair,reject,,"e4402b2e7348f555b141c775291a2957,efcda0d0b8bad6595d7adfd806c527d7",cosine similarity = 0.649
aligned::e255b2c5d74978e6e5e70df7e43836d0::f9575588fb765aac970bc1766efd47f6,aligned_pair,reject,,"e255b2c5d74978e6e5e70df7e43836d0,f9575588fb765aac970bc1766efd47f6",cosine similarity = 0.645
aligned::f3c9463ad33ca289567c0c759a4f3a84::f9575588fb765aac970bc1766efd47f6,aligned_pair,accept,,"f3c9463ad33ca289567c0c759a4f3a84,f9575588fb765aac970bc1766efd47f6",cosine similarity = 0.608
aligned::ed4e56476e4d0b60f47f65e85f6f64cb::f9575588fb765aac970bc1766efd47f6,aligned_pair,reject,,"ed4e56476e4d0b60f47f65e85f6f64cb,f9575588fb765aac970bc1766efd47f6",cosine similarity = 0.575
aligned::df060e263ffcb757d257f8e7e61aaad4::f55b60c9a935834ea147badeb2553e73,aligned_pair,reject,,"df060e263ffcb757d257f8e7e61aaad4,f55b60c9a935834ea147badeb2553e73",cosine similarity = 0.574
aligned::f55b60c9a935834ea147badeb2553e73::fd170b47807317844cf1df55b1bce272,aligned_pair,reject,,"f55b60c9a935834ea147badeb2553e73,fd170b47807317844cf1df55b1bce272",cosine similarity = 0.559
aligned::f37aebc58e6f499c7b3bdf740e730ca1::f55b60c9a935834ea147badeb2553e73,aligned_pair,reject,,"f37aebc58e6f499c7b3bdf740e730ca1,f55b60c9a935834ea147badeb2553e73",cosine similarity = 0.545
aligned::ee75ff67be9685d5e0f8f83c519954c1::eeb47991ca59d3ad8b44eb97ded966a1,aligned_pair,reject,,"ee75ff67be9685d5e0f8f83c519954c1,eeb47991ca59d3ad8b44eb97ded966a1",cosine similarity = 0.768
aligned::e6a4c118dc80a2c4835737319d43ca4b::ee75ff67be9685d5e0f8f83c519954c1,aligned_pair,reject,,"e6a4c118dc80a2c4835737319d43ca4b,ee75ff67be9685d5e0f8f83c519954c1",cosine similarity = 0.685
aligned::ee75ff67be9685d5e0f8f83c519954c1::fd170b47807317844cf1df55b1bce272,aligned_pair,reject,,"ee75ff67be9685d5e0f8f83c519954c1,fd170b47807317844cf1df55b1bce272",cosine similarity = 0.672
aligned::df567ccf0076cfe15dc758ce5179fc77::f3c9463ad33ca289567c0c759a4f3a84,aligned_pair,reject,,"df567ccf0076cfe15dc758ce5179fc77,f3c9463ad33ca289567c0c759a4f3a84",cosine similarity = 0.665
aligned::df060e263ffcb757d257f8e7e61aaad4::fd170b47807317844cf1df55b1bce272,aligned_pair,reject,,"df060e263ffcb757d257f8e7e61aaad4,fd170b47807317844cf1df55b1bce272",cosine similarity = 0.685
aligned::df060e263ffcb757d257f8e7e61aaad4::f1ff4ab844a704d88cb60740bfed50cc,aligned_pair,reject,,"df060e263ffcb757d257f8e7e61aaad4,f1ff4ab844a704d88cb60740bfed50cc",cosine similarity = 0.679
aligned::df060e263ffcb757d257f8e7e61aaad4::eeb47991ca59d3ad8b44eb97ded966a1,aligned_pair,reject,,"df060e263ffcb757d257f8e7e61aaad4,eeb47991ca59d3ad8b44eb97ded966a1",cosine similarity = 0.626
aligned::ed83ebbc55d3e4338818b3dbb02fe695::fec41d2a8ae1a3702dd12e0ab695cdaa,aligned_pair,accept,,"ed83ebbc55d3e4338818b3dbb02fe695,fec41d2a8ae1a3702dd12e0ab695cdaa",cosine similarity = 0.698
aligned::ed83ebbc55d3e4338818b3dbb02fe695::f60da86eb72ac291f909bb02b02ce9ff,aligned_pair,reject,,"ed83ebbc55d3e4338818b3dbb02fe695,f60da86eb72ac291f909bb02b02ce9ff",cosine similarity = 0.410
aligned::e64769e22e0a62fe6aa93b7798cef8f4::ea1420666aa1e3fa5fb6b25561688fff,aligned_pair,reject,,"e64769e22e0a62fe6aa93b7798cef8f4,ea1420666aa1e3fa5fb6b25561688fff",cosine similarity = 0.528
aligned::e64769e22e0a62fe6aa93b7798cef8f4::e91c016d738c8981682a96d5d19a8ffc,aligned_pair,reject,,"e64769e22e0a62fe6aa93b7798cef8f4,e91c016d738c8981682a96d5d19a8ffc",cosine similarity = 0.521
aligned::e64769e22e0a62fe6aa93b7798cef8f4::e662ccd0b2764ab04d4b4ac5d7f3d24f,aligned_pair,reject,,"e64769e22e0a62fe6aa93b7798cef8f4,e662ccd0b2764ab04d4b4ac5d7f3d24f",cosine similarity = 0.505
aligned::f1ff4ab844a704d88cb60740bfed50cc::f910f8cd550d71199357803316171d8e,aligned_pair,reject,,"f1ff4ab844a704d88cb60740bfed50cc,f910f8cd550d71199357803316171d8e",cosine similarity = 0.605
aligned::e6a4c118dc80a2c4835737319d43ca4b::f910f8cd550d71199357803316171d8e,aligned_pair,reject,,"e6a4c118dc80a2c4835737319d43ca4b,f910f8cd550d71199357803316171d8e",cosine similarity = 0.592
aligned::f910f8cd550d71199357803316171d8e::fd170b47807317844cf1df55b1bce272,aligned_pair,reject,,"f910f8cd550d71199357803316171d8e,fd170b47807317844cf1df55b1bce272",cosine similarity = 0.589
aligned::e91c016d738c8981682a96d5d19a8ffc::f37aebc58e6f499c7b3bdf740e730ca1,aligned_pair,reject,,"e91c016d738c8981682a96d5d19a8ffc,f37aebc58e6f499c7b3bdf740e730ca1",cosine similarity = 0.713
aligned::e91c016d738c8981682a96d5d19a8ffc::fd170b47807317844cf1df55b1bce272,aligned_pair,reject,,"e91c016d738c8981682a96d5d19a8ffc,fd170b47807317844cf1df55b1bce272",cosine similarity = 0.694
aligned::e91c016d738c8981682a96d5d19a8ffc::eeb47991ca59d3ad8b44eb97ded966a1,aligned_pair,reject,,"e91c016d738c8981682a96d5d19a8ffc,eeb47991ca59d3ad8b44eb97ded966a1",cosine similarity = 0.623
aligned::e0077c41c38d5e6857a4d343c0cbc889::ee75ff67be9685d5e0f8f83c519954c1,aligned_pair,reject,,"e0077c41c38d5e6857a4d343c0cbc889,ee75ff67be9685d5e0f8f83c519954c1",cosine similarity = 0.419
aligned::e0077c41c38d5e6857a4d343c0cbc889::e6a4c118dc80a2c4835737319d43ca4b,aligned_pair,reject,,"e0077c41c38d5e6857a4d343c0cbc889,e6a4c118dc80a2c4835737319d43ca4b",cosine similarity = 0.415
aligned::e0077c41c38d5e6857a4d343c0cbc889::eeb47991ca59d3ad8b44eb97ded966a1,aligned_pair,reject,,"e0077c41c38d5e6857a4d343c0cbc889,eeb47991ca59d3ad8b44eb97ded966a1",cosine similarity = 0.402
aligned::f37aebc58e6f499c7b3bdf740e730ca1::fd170b47807317844cf1df55b1bce272,aligned_pair,reject,,"f37aebc58e6f499c7b3bdf740e730ca1,fd170b47807317844cf1df55b1bce272",cosine similarity = 0.723
aligned::eeb47991ca59d3ad8b44eb97ded966a1::f37aebc58e6f499c7b3bdf740e730ca1,aligned_pair,reject,,"eeb47991ca59d3ad8b44eb97ded966a1,f37aebc58e6f499c7b3bdf740e730ca1",cosine similarity = 0.717
aligned::eeb47991ca59d3ad8b44eb97ded966a1::fd170b47807317844cf1df55b1bce272,aligned_pair,reject,,"eeb47991ca59d3ad8b44eb97ded966a1,fd170b47807317844cf1df55b1bce272",cosine similarity = 0.824
aligned::f1ff4ab844a704d88cb60740bfed50cc::fd170b47807317844cf1df55b1bce272,aligned_pair,reject,,"f1ff4ab844a704d88cb60740bfed50cc,fd170b47807317844cf1df55b1bce272",cosine similarity = 0.700
aligned::df060e263ffcb757d257f8e7e61aaad4::ea7b131201f4ec87f23caade7326f630,aligned_pair,reject,,"df060e263ffcb757d257f8e7e61aaad4,ea7b131201f4ec87f23caade7326f630",cosine similarity = 0.476
aligned::ea7b131201f4ec87f23caade7326f630::f60da86eb72ac291f909bb02b02ce9ff,aligned_pair,reject,,"ea7b131201f4ec87f23caade7326f630,f60da86eb72ac291f909bb02b02ce9ff",cosine similarity = 0.470
aligned::ea7b131201f4ec87f23caade7326f630::f55b60c9a935834ea147badeb2553e73,aligned_pair,reject,,"ea7b131201f4ec87f23caade7326f630,f55b60c9a935834ea147badeb2553e73",cosine similarity = 0.461
aligned::ea1420666aa1e3fa5fb6b25561688fff::eeb47991ca59d3ad8b44eb97ded966a1,aligned_pair,accept,,"ea1420666aa1e3fa5fb6b25561688fff,eeb47991ca59d3ad8b44eb97ded966a1",cosine similarity = 0.579
aligned::ea1420666aa1e3fa5fb6b25561688fff::fd170b47807317844cf1df55b1bce272,aligned_pair,reject,,"ea1420666aa1e3fa5fb6b25561688fff,fd170b47807317844cf1df55b1bce272",cosine similarity = 0.565
