item_id,section,decision,notes,hashes,similarity
aligned3::f1ff4ab844a704d88cb60740bfed50cc::f6875b4ab38c43cc05aadde4063d41b5,aligned_pair,reject,,"f1ff4ab844a704d88cb60740bfed50cc,f6875b4ab38c43cc05aadde4063d41b5",cosine similarity = 0.705
aligned3::e69ba9d3cb34cd1b8326d6eff7c291df::f1ff4ab844a704d88cb60740bfed50cc,aligned_pair,reject,,"e69ba9d3cb34cd1b8326d6eff7c291df,f1ff4ab844a704d88cb60740bfed50cc",cosine similarity = 0.650
aligned3::f1ff4ab844a704d88cb60740bfed50cc::f66cdd771f2f7cd83ce4427dd1579568,aligned_pair,reject,,"f1ff4ab844a704d88cb60740bfed50cc,f66cdd771f2f7cd83ce4427dd1579568",cosine similarity = 0.647
aligned3::e662ccd0b2764ab04d4b4ac5d7f3d24f::f0e492741a76fd2ed688a5ea62fcedaa,aligned_pair,reject,,"e662ccd0b2764ab04d4b4ac5d7f3d24f,f0e492741a76fd2ed688a5ea62fcedaa",cosine similarity = 0.560
aligned3::e662ccd0b2764ab04d4b4ac5d7f3d24f::f6875b4ab38c43cc05aadde4063d41b5,aligned_pair,reject,,"e662ccd0b2764ab04d4b4ac5d7f3d24f,f6875b4ab38c43cc05aadde4063d41b5",cosine similarity = 0.557
aligned3::e2b56cd05fa912ab335f96a8fb2657fa::e630c221d330f91a2d595203d72f1af9,aligned_pair,reject,,"e2b56cd05fa912ab335f96a8fb2657fa,e630c221d330f91a2d595203d72f1af9",cosine similarity = 0.613
aligned3::e2b56cd05fa912ab335f96a8fb2657fa::ed351b9840808a0601257cea646d6f9f,aligned_pair,reject,,"e2b56cd05fa912ab335f96a8fb2657fa,ed351b9840808a0601257cea646d6f9f",cosine similarity = 0.565
aligned3::e2b56cd05fa912ab335f96a8fb2657fa::ecaa7d8a1fdadef8f3220cbd6dd7451e,aligned_pair,reject,,"e2b56cd05fa912ab335f96a8fb2657fa,ecaa7d8a1fdadef8f3220cbd6dd7451e",cosine similarity = 0.560
aligned3::e2b56cd05fa912ab335f96a8fb2657fa::fc2bf3aab1dcf38bf64d3ec4913279b2,aligned_pair,reject,,"e2b56cd05fa912ab335f96a8fb2657fa,fc2bf3aab1dcf38bf64d3ec4913279b2",cosine similarity = 0.551
aligned3::e2b56cd05fa912ab335f96a8fb2657fa::fccb407244818cb4573be8075adedc73,aligned_pair,reject,,"e2b56cd05fa912ab335f96a8fb2657fa,fccb407244818cb4573be8075adedc73",cosine similarity = 0.547
aligned3::e2b56cd05fa912ab335f96a8fb2657fa::fd170b47807317844cf1df55b1bce272,aligned_pair,reject,,"e2b56cd05fa912ab335f96a8fb2657fa,fd170b47807317844cf1df55b1bce272",cosine similarity = 0.520
aligned3::f6875b4ab38c43cc05aadde4063d41b5::ff79f005dba58277f3066de6adc4ee6a,aligned_pair,accept,,"f6875b4ab38c43cc05aadde4063d41b5,ff79f005dba58277f3066de6adc4ee6a",cosine similarity = 0.646
aligned3::f6875b4ab38c43cc05aadde4063d41b5::fd170b47807317844cf1df55b1bce272,aligned_pair,reject,,"f6875b4ab38c43cc05aadde4063d41b5,fd170b47807317844cf1df55b1bce272",cosine similarity = 0.638
aligned3::f0e492741a76fd2ed688a5ea62fcedaa::f6875b4ab38c43cc05aadde4063d41b5,aligned_pair,accept,,"f0e492741a76fd2ed688a5ea62fcedaa,f6875b4ab38c43cc05aadde4063d41b5",cosine similarity = 0.637
aligned3::f37aebc58e6f499c7b3bdf740e730ca1::f6875b4ab38c43cc05aadde4063d41b5,aligned_pair,reject,,"f37aebc58e6f499c7b3bdf740e730ca1,f6875b4ab38c43cc05aadde4063d41b5",cosine similarity = 0.635
aligned3::f13b2aeb30cbce7ac8b1c5c3ea5353b6::f6875b4ab38c43cc05aadde4063d41b5,aligned_pair,reject,,"f13b2aeb30cbce7ac8b1c5c3ea5353b6,f6875b4ab38c43cc05aadde4063d41b5",cosine similarity = 0.605
aligned3::e3de6a329c319969bed266128980fb8d::f6875b4ab38c43cc05aadde4063d41b5,aligned_pair,reject,,"e3de6a329c319969bed266128980fb8d,f6875b4ab38c43cc05aadde4063d41b5",cosine similarity = 0.587
aligned3::e69ba9d3cb34cd1b8326d6eff7c291df::f66cdd771f2f7cd83ce4427dd1579568,aligned_pair,reject,,"e69ba9d3cb34cd1b8326d6eff7c291df,f66cdd771f2f7cd83ce4427dd1579568",cosine similarity = 0.733
aligned3::e69ba9d3cb34cd1b8326d6eff7c291df::f8a206e15af169b1b0ba608a9e14f757,aligned_pair,reject,,"e69ba9d3cb34cd1b8326d6eff7c291df,f8a206e15af169b1b0ba608a9e14f757",cosine similarity = 0.575
aligned3::e69ba9d3cb34cd1b8326d6eff7c291df::f6875b4ab38c43cc05aadde4063d41b5,aligned_pair,reject,,"e69ba9d3cb34cd1b8326d6eff7c291df,f6875b4ab38c43cc05aadde4063d41b5",cosine similarity = 0.514
aligned3::e69ba9d3cb34cd1b8326d6eff7c291df::fed9fc9fae675ca840f42c9e34601329,aligned_pair,reject,,"e69ba9d3cb34cd1b8326d6eff7c291df,fed9fc9fae675ca840f42c9e34601329",cosine similarity = 0.509
aligned3::e3de6a329c319969bed266128980fb8d::fccb407244818cb4573be8075adedc73,aligned_pair,reject,,"e3de6a329c319969bed266128980fb8d,fccb407244818cb4573be8075adedc73",cosine similarity = 0.618
aligned3::f66cdd771f2f7cd83ce4427dd1579568::fccb407244818cb4573be8075adedc73,aligned_pair,reject,,"f66cdd771f2f7cd83ce4427dd1579568,fccb407244818cb4573be8075adedc73",cosine similarity = 0.583
aligned3::f13b2aeb30cbce7ac8b1c5c3ea5353b6::fccb407244818cb4573be8075adedc73,aligned_pair,reject,,"f13b2aeb30cbce7ac8b1c5c3ea5353b6,fccb407244818cb4573be8075adedc73",cosine similarity = 0.560
aligned3::eba89b0d15181c0673ce4bd685585cf2::fccb407244818cb4573be8075adedc73,aligned_pair,reject,,"eba89b0d15181c0673ce4bd685585cf2,fccb407244818cb4573be8075adedc73",cosine similarity = 0.559
aligned3::fccb407244818cb4573be8075adedc73::fd170b47807317844cf1df55b1bce272,aligned_pair,reject,,"fccb407244818cb4573be8075adedc73,fd170b47807317844cf1df55b1bce272",cosine similarity = 0.552
aligned3::e630c221d330f91a2d595203d72f1af9::fccb407244818cb4573be8075adedc73,aligned_pair,reject,,"e630c221d330f91a2d595203d72f1af9,fccb407244818cb4573be8075adedc73",cosine similarity = 0.532
aligned3::fe49aaa60e6b4b13b7a2d795a033f8f7::ff79f005dba58277f3066de6adc4ee6a,aligned_pair,accept,,"fe49aaa60e6b4b13b7a2d795a033f8f7,ff79f005dba58277f3066de6adc4ee6a",cosine similarity = 0.812
aligned3::f0e492741a76fd2ed688a5ea62fcedaa::fe49aaa60e6b4b13b7a2d795a033f8f7,aligned_pair,accept,,"f0e492741a76fd2ed688a5ea62fcedaa,fe49aaa60e6b4b13b7a2d795a033f8f7",cosine similarity = 0.702
aligned3::f6875b4ab38c43cc05aadde4063d41b5::fe49aaa60e6b4b13b7a2d795a033f8f7,aligned_pair,accept,,"f6875b4ab38c43cc05aadde4063d41b5,fe49aaa60e6b4b13b7a2d795a033f8f7",cosine similarity = 0.583
aligned3::f37aebc58e6f499c7b3bdf740e730ca1::fe49aaa60e6b4b13b7a2d795a033f8f7,aligned_pair,reject,,"f37aebc58e6f499c7b3bdf740e730ca1,fe49aaa60e6b4b13b7a2d795a033f8f7",cosine similarity = 0.579
aligned3::e6a4c118dc80a2c4835737319d43ca4b::fe49aaa60e6b4b13b7a2d795a033f8f7,aligned_pair,reject,,"e6a4c118dc80a2c4835737319d43ca4b,fe49aaa60e6b4b13b7a2d795a033f8f7",cosine similarity = 0.578
aligned3::f1ff4ab844a704d88cb60740bfed50cc::fe49aaa60e6b4b13b7a2d795a033f8f7,aligned_pair,reject,,"f1ff4ab844a704d88cb60740bfed50cc,fe49aaa60e6b4b13b7a2d795a033f8f7",cosine similarity = 0.568
aligned3::fd170b47807317844cf1df55b1bce272::fe49aaa60e6b4b13b7a2d795a033f8f7,aligned_pair,reject,,"fd170b47807317844cf1df55b1bce272,fe49aaa60e6b4b13b7a2d795a033f8f7",cosine similarity = 0.561
aligned3::df3d12e5c87e8438665b166b37a72fa1::f13b2aeb30cbce7ac8b1c5c3ea5353b6,aligned_pair,accept,,"df3d12e5c87e8438665b166b37a72fa1,f13b2aeb30cbce7ac8b1c5c3ea5353b6",cosine similarity = 0.731
aligned3::f0e492741a76fd2ed688a5ea62fcedaa::f13b2aeb30cbce7ac8b1c5c3ea5353b6,aligned_pair,reject,,"f0e492741a76fd2ed688a5ea62fcedaa,f13b2aeb30cbce7ac8b1c5c3ea5353b6",cosine similarity = 0.670
aligned3::f13b2aeb30cbce7ac8b1c5c3ea5353b6::fd170b47807317844cf1df55b1bce272,aligned_pair,reject,,"f13b2aeb30cbce7ac8b1c5c3ea5353b6,fd170b47807317844cf1df55b1bce272",cosine similarity = 0.603
aligned3::f13b2aeb30cbce7ac8b1c5c3ea5353b6::f37aebc58e6f499c7b3bdf740e730ca1,aligned_pair,reject,,"f13b2aeb30cbce7ac8b1c5c3ea5353b6,f37aebc58e6f499c7b3bdf740e730ca1",cosine similarity = 0.600
aligned3::e3de6a329c319969bed266128980fb8d::f13b2aeb30cbce7ac8b1c5c3ea5353b6,aligned_pair,reject,,"e3de6a329c319969bed266128980fb8d,f13b2aeb30cbce7ac8b1c5c3ea5353b6",cosine similarity = 0.581
aligned3::f13b2aeb30cbce7ac8b1c5c3ea5353b6::f66cdd771f2f7cd83ce4427dd1579568,aligned_pair,reject,,"f13b2aeb30cbce7ac8b1c5c3ea5353b6,f66cdd771f2f7cd83ce4427dd1579568",cosine similarity = 0.577
aligned3::e91c016d738c8981682a96d5d19a8ffc::f13b2aeb30cbce7ac8b1c5c3ea5353b6,aligned_pair,reject,,"e91c016d738c8981682a96d5d19a8ffc,f13b2aeb30cbce7ac8b1c5c3ea5353b6",cosine similarity = 0.568
aligned3::f2ca22b8f0c8689313458f9747b1ffa1::f67b333a9c4d51feed5060a33cf807b1,aligned_pair,reject,,"f2ca22b8f0c8689313458f9747b1ffa1,f67b333a9c4d51feed5060a33cf807b1",cosine similarity = 0.503
aligned3::df060e263ffcb757d257f8e7e61aaad4::f67b333a9c4d51feed5060a33cf807b1,aligned_pair,reject,,"df060e263ffcb757d257f8e7e61aaad4,f67b333a9c4d51feed5060a33cf807b1",cosine similarity = 0.460
aligned3::f67b333a9c4d51feed5060a33cf807b1::f6875b4ab38c43cc05aadde4063d41b5,aligned_pair,reject,,"f67b333a9c4d51feed5060a33cf807b1,f6875b4ab38c43cc05aadde4063d41b5",cosine similarity = 0.457
aligned3::f67b333a9c4d51feed5060a33cf807b1::fe49aaa60e6b4b13b7a2d795a033f8f7,aligned_pair,reject,,"f67b333a9c4d51feed5060a33cf807b1,fe49aaa60e6b4b13b7a2d795a033f8f7",cosine similarity = 0.457
aligned3::f67b333a9c4d51feed5060a33cf807b1::ff79f005dba58277f3066de6adc4ee6a,aligned_pair,reject,,"f67b333a9c4d51feed5060a33cf807b1,ff79f005dba58277f3066de6adc4ee6a",cosine similarity = 0.456
aligned3::f1ff4ab844a704d88cb60740bfed50cc::f67b333a9c4d51feed5060a33cf807b1,aligned_pair,reject,,"f1ff4ab844a704d88cb60740bfed50cc,f67b333a9c4d51feed5060a33cf807b1",cosine similarity = 0.455
aligned3::f67b333a9c4d51feed5060a33cf807b1::fd170b47807317844cf1df55b1bce272,aligned_pair,reject,,"f67b333a9c4d51feed5060a33cf807b1,fd170b47807317844cf1df55b1bce272",cosine similarity = 0.427
aligned3::f0e492741a76fd2ed688a5ea62fcedaa::f67b333a9c4d51feed5060a33cf807b1,aligned_pair,reject,,"f0e492741a76fd2ed688a5ea62fcedaa,f67b333a9c4d51feed5060a33cf807b1",cosine similarity = 0.424
aligned3::e662ccd0b2764ab04d4b4ac5d7f3d24f::f67b333a9c4d51feed5060a33cf807b1,aligned_pair,reject,,"e662ccd0b2764ab04d4b4ac5d7f3d24f,f67b333a9c4d51feed5060a33cf807b1",cosine similarity = 0.421
aligned3::f37aebc58e6f499c7b3bdf740e730ca1::f67b333a9c4d51feed5060a33cf807b1,aligned_pair,reject,,"f37aebc58e6f499c7b3bdf740e730ca1,f67b333a9c4d51feed5060a33cf807b1",cosine similarity = 0.420
aligned3::f10bb6488ce56a1926a5c5683d50eb19::fd74380fbd21b18bd4274cf2317eaf8f,aligned_pair,reject,,"f10bb6488ce56a1926a5c5683d50eb19,fd74380fbd21b18bd4274cf2317eaf8f",cosine similarity = 0.568
aligned3::ed351b9840808a0601257cea646d6f9f::fd74380fbd21b18bd4274cf2317eaf8f,aligned_pair,reject,,"ed351b9840808a0601257cea646d6f9f,fd74380fbd21b18bd4274cf2317eaf8f",cosine similarity = 0.535
aligned3::f6875b4ab38c43cc05aadde4063d41b5::fd74380fbd21b18bd4274cf2317eaf8f,aligned_pair,reject,,"f6875b4ab38c43cc05aadde4063d41b5,fd74380fbd21b18bd4274cf2317eaf8f",cosine similarity = 0.532
aligned3::fd74380fbd21b18bd4274cf2317eaf8f::fed9fc9fae675ca840f42c9e34601329,aligned_pair,reject,,"fd74380fbd21b18bd4274cf2317eaf8f,fed9fc9fae675ca840f42c9e34601329",cosine similarity = 0.503
aligned3::f13b2aeb30cbce7ac8b1c5c3ea5353b6::fd74380fbd21b18bd4274cf2317eaf8f,aligned_pair,reject,,"f13b2aeb30cbce7ac8b1c5c3ea5353b6,fd74380fbd21b18bd4274cf2317eaf8f",cosine similarity = 0.478
aligned3::fd170b47807317844cf1df55b1bce272::fd74380fbd21b18bd4274cf2317eaf8f,aligned_pair,reject,,"fd170b47807317844cf1df55b1bce272,fd74380fbd21b18bd4274cf2317eaf8f",cosine similarity = 0.476
aligned3::df060e263ffcb757d257f8e7e61aaad4::fd74380fbd21b18bd4274cf2317eaf8f,aligned_pair,reject,,"df060e263ffcb757d257f8e7e61aaad4,fd74380fbd21b18bd4274cf2317eaf8f",cosine similarity = 0.474
aligned3::e6a4c118dc80a2c4835737319d43ca4b::fd74380fbd21b18bd4274cf2317eaf8f,aligned_pair,reject,,"e6a4c118dc80a2c4835737319d43ca4b,fd74380fbd21b18bd4274cf2317eaf8f",cosine similarity = 0.472
aligned3::e2b56cd05fa912ab335f96a8fb2657fa::fd74380fbd21b18bd4274cf2317eaf8f,aligned_pair,reject,,"e2b56cd05fa912ab335f96a8fb2657fa,fd74380fbd21b18bd4274cf2317eaf8f",cosine similarity = 0.470
aligned3::e630c221d330f91a2d595203d72f1af9::fd74380fbd21b18bd4274cf2317eaf8f,aligned_pair,reject,,"e630c221d330f91a2d595203d72f1af9,fd74380fbd21b18bd4274cf2317eaf8f",cosine similarity = 0.469
aligned3::df3d12e5c87e8438665b166b37a72fa1::f0e492741a76fd2ed688a5ea62fcedaa,aligned_pair,reject,,"df3d12e5c87e8438665b166b37a72fa1,f0e492741a76fd2ed688a5ea62fcedaa",cosine similarity = 0.603
aligned3::df060e263ffcb757d257f8e7e61aaad4::df3d12e5c87e8438665b166b37a72fa1,aligned_pair,accept,,"df060e263ffcb757d257f8e7e61aaad4,df3d12e5c87e8438665b166b37a72fa1",cosine similarity = 0.581
aligned3::df3d12e5c87e8438665b166b37a72fa1::f6875b4ab38c43cc05aadde4063d41b5,aligned_pair,reject,,"df3d12e5c87e8438665b166b37a72fa1,f6875b4ab38c43cc05aadde4063d41b5",cosine similarity = 0.564
aligned3::df3d12e5c87e8438665b166b37a72fa1::f1ff4ab844a704d88cb60740bfed50cc,aligned_pair,reject,,"df3d12e5c87e8438665b166b37a72fa1,f1ff4ab844a704d88cb60740bfed50cc",cosine similarity = 0.536
aligned3::df3d12e5c87e8438665b166b37a72fa1::fd170b47807317844cf1df55b1bce272,aligned_pair,accept,,"df3d12e5c87e8438665b166b37a72fa1,fd170b47807317844cf1df55b1bce272",cosine similarity = 0.530
aligned3::df3d12e5c87e8438665b166b37a72fa1::f66cdd771f2f7cd83ce4427dd1579568,aligned_pair,reject,,"df3d12e5c87e8438665b166b37a72fa1,f66cdd771f2f7cd83ce4427dd1579568",cosine similarity = 0.525
aligned3::df3d12e5c87e8438665b166b37a72fa1::f37aebc58e6f499c7b3bdf740e730ca1,aligned_pair,reject,,"df3d12e5c87e8438665b166b37a72fa1,f37aebc58e6f499c7b3bdf740e730ca1",cosine similarity = 0.522
aligned3::e630c221d330f91a2d595203d72f1af9::fd170b47807317844cf1df55b1bce272,aligned_pair,reject,,"e630c221d330f91a2d595203d72f1af9,fd170b47807317844cf1df55b1bce272",cosine similarity = 0.588
aligned3::e630c221d330f91a2d595203d72f1af9::fc2bf3aab1dcf38bf64d3ec4913279b2,aligned_pair,reject,,"e630c221d330f91a2d595203d72f1af9,fc2bf3aab1dcf38bf64d3ec4913279b2",cosine similarity = 0.558
aligned3::e630c221d330f91a2d595203d72f1af9::eba89b0d15181c0673ce4bd685585cf2,aligned_pair,reject,,"e630c221d330f91a2d595203d72f1af9,eba89b0d15181c0673ce4bd685585cf2",cosine similarity = 0.539
aligned3::e630c221d330f91a2d595203d72f1af9::ecaa7d8a1fdadef8f3220cbd6dd7451e,aligned_pair,reject,,"e630c221d330f91a2d595203d72f1af9,ecaa7d8a1fdadef8f3220cbd6dd7451e",cosine similarity = 0.524
aligned3::e630c221d330f91a2d595203d72f1af9::eeb47991ca59d3ad8b44eb97ded966a1,aligned_pair,reject,,"e630c221d330f91a2d595203d72f1af9,eeb47991ca59d3ad8b44eb97ded966a1",cosine similarity = 0.519
aligned3::e630c221d330f91a2d595203d72f1af9::f37aebc58e6f499c7b3bdf740e730ca1,aligned_pair,reject,,"e630c221d330f91a2d595203d72f1af9,f37aebc58e6f499c7b3bdf740e730ca1",cosine similarity = 0.519
aligned3::f0e492741a76fd2ed688a5ea62fcedaa::ff79f005dba58277f3066de6adc4ee6a,aligned_pair,accept,,"f0e492741a76fd2ed688a5ea62fcedaa,ff79f005dba58277f3066de6adc4ee6a",cosine similarity = 0.757
aligned3::f1ff4ab844a704d88cb60740bfed50cc::ff79f005dba58277f3066de6adc4ee6a,aligned_pair,reject,,"f1ff4ab844a704d88cb60740bfed50cc,ff79f005dba58277f3066de6adc4ee6a",cosine similarity = 0.581
aligned3::fd170b47807317844cf1df55b1bce272::ff79f005dba58277f3066de6adc4ee6a,aligned_pair,reject,,"fd170b47807317844cf1df55b1bce272,ff79f005dba58277f3066de6adc4ee6a",cosine similarity = 0.565
aligned3::f910f8cd550d71199357803316171d8e::ff79f005dba58277f3066de6adc4ee6a,aligned_pair,reject,,"f910f8cd550d71199357803316171d8e,ff79f005dba58277f3066de6adc4ee6a",cosine similarity = 0.543
aligned3::f2ca22b8f0c8689313458f9747b1ffa1::ff79f005dba58277f3066de6adc4ee6a,aligned_pair,reject,,"f2ca22b8f0c8689313458f9747b1ffa1,ff79f005dba58277f3066de6adc4ee6a",cosine similarity = 0.540
aligned3::e6a4c118dc80a2c4835737319d43ca4b::ff79f005dba58277f3066de6adc4ee6a,aligned_pair,reject,,"e6a4c118dc80a2c4835737319d43ca4b,ff79f005dba58277f3066de6adc4ee6a",cosine similarity = 0.524
aligned3::f0e492741a76fd2ed688a5ea62fcedaa::fd170b47807317844cf1df55b1bce272,aligned_pair,reject,,"f0e492741a76fd2ed688a5ea62fcedaa,fd170b47807317844cf1df55b1bce272",cosine similarity = 0.594
aligned3::eba89b0d15181c0673ce4bd685585cf2::f37aebc58e6f499c7b3bdf740e730ca1,aligned_pair,reject,,"eba89b0d15181c0673ce4bd685585cf2,f37aebc58e6f499c7b3bdf740e730ca1",cosine similarity = 0.652
aligned3::eba89b0d15181c0673ce4bd685585cf2::f66cdd771f2f7cd83ce4427dd1579568,aligned_pair,accept,,"eba89b0d15181c0673ce4bd685585cf2,f66cdd771f2f7cd83ce4427dd1579568",cosine similarity = 0.619
aligned3::eba89b0d15181c0673ce4bd685585cf2::fd170b47807317844cf1df55b1bce272,aligned_pair,reject,,"eba89b0d15181c0673ce4bd685585cf2,fd170b47807317844cf1df55b1bce272",cosine similarity = 0.609
aligned3::e3de6a329c319969bed266128980fb8d::eba89b0d15181c0673ce4bd685585cf2,aligned_pair,reject,,"e3de6a329c319969bed266128980fb8d,eba89b0d15181c0673ce4bd685585cf2",cosine similarity = 0.593
aligned3::eba89b0d15181c0673ce4bd685585cf2::eeb47991ca59d3ad8b44eb97ded966a1,aligned_pair,reject,,"eba89b0d15181c0673ce4bd685585cf2,eeb47991ca59d3ad8b44eb97ded966a1",cosine similarity = 0.533
aligned3::ea1420666aa1e3fa5fb6b25561688fff::eba89b0d15181c0673ce4bd685585cf2,aligned_pair,reject,,"ea1420666aa1e3fa5fb6b25561688fff,eba89b0d15181c0673ce4bd685585cf2",cosine similarity = 0.500
aligned3::eba89b0d15181c0673ce4bd685585cf2::f6875b4ab38c43cc05aadde4063d41b5,aligned_pair,reject,,"eba89b0d15181c0673ce4bd685585cf2,f6875b4ab38c43cc05aadde4063d41b5",cosine similarity = 0.476
aligned3::e3de6a329c319969bed266128980fb8d::f66cdd771f2f7cd83ce4427dd1579568,aligned_pair,reject,,"e3de6a329c319969bed266128980fb8d,f66cdd771f2f7cd83ce4427dd1579568",cosine similarity = 0.587
aligned3::e3de6a329c319969bed266128980fb8d::fd170b47807317844cf1df55b1bce272,aligned_pair,reject,,"e3de6a329c319969bed266128980fb8d,fd170b47807317844cf1df55b1bce272",cosine similarity = 0.577
aligned3::ecaa7d8a1fdadef8f3220cbd6dd7451e::fc2bf3aab1dcf38bf64d3ec4913279b2,aligned_pair,reject,,"ecaa7d8a1fdadef8f3220cbd6dd7451e,fc2bf3aab1dcf38bf64d3ec4913279b2",cosine similarity = 0.551
aligned3::e662ccd0b2764ab04d4b4ac5d7f3d24f::ecaa7d8a1fdadef8f3220cbd6dd7451e,aligned_pair,accept,,"e662ccd0b2764ab04d4b4ac5d7f3d24f,ecaa7d8a1fdadef8f3220cbd6dd7451e",cosine similarity = 0.498
aligned3::ea1420666aa1e3fa5fb6b25561688fff::ecaa7d8a1fdadef8f3220cbd6dd7451e,aligned_pair,reject,,"ea1420666aa1e3fa5fb6b25561688fff,ecaa7d8a1fdadef8f3220cbd6dd7451e",cosine similarity = 0.478
aligned3::ecaa7d8a1fdadef8f3220cbd6dd7451e::fed9fc9fae675ca840f42c9e34601329,aligned_pair,reject,,"ecaa7d8a1fdadef8f3220cbd6dd7451e,fed9fc9fae675ca840f42c9e34601329",cosine similarity = 0.469
aligned3::ecaa7d8a1fdadef8f3220cbd6dd7451e::ed351b9840808a0601257cea646d6f9f,aligned_pair,reject,,"ecaa7d8a1fdadef8f3220cbd6dd7451e,ed351b9840808a0601257cea646d6f9f",cosine similarity = 0.450
aligned3::e662ccd0b2764ab04d4b4ac5d7f3d24f::fc2bf3aab1dcf38bf64d3ec4913279b2,aligned_pair,accept,,"e662ccd0b2764ab04d4b4ac5d7f3d24f,fc2bf3aab1dcf38bf64d3ec4913279b2",cosine similarity = 0.522
aligned3::e91c016d738c8981682a96d5d19a8ffc::fc2bf3aab1dcf38bf64d3ec4913279b2,aligned_pair,reject,,"e91c016d738c8981682a96d5d19a8ffc,fc2bf3aab1dcf38bf64d3ec4913279b2",cosine similarity = 0.520
aligned3::f37aebc58e6f499c7b3bdf740e730ca1::fc2bf3aab1dcf38bf64d3ec4913279b2,aligned_pair,reject,,"f37aebc58e6f499c7b3bdf740e730ca1,fc2bf3aab1dcf38bf64d3ec4913279b2",cosine similarity = 0.516
aligned3::f6875b4ab38c43cc05aadde4063d41b5::fc2bf3aab1dcf38bf64d3ec4913279b2,aligned_pair,reject,,"f6875b4ab38c43cc05aadde4063d41b5,fc2bf3aab1dcf38bf64d3ec4913279b2",cosine similarity = 0.513
aligned3::e904143f44ac932184d3c1ccea64e6d2::ea1420666aa1e3fa5fb6b25561688fff,aligned_pair,reject,,"e904143f44ac932184d3c1ccea64e6d2,ea1420666aa1e3fa5fb6b25561688fff",cosine similarity = 0.477
aligned3::e2b56cd05fa912ab335f96a8fb2657fa::e904143f44ac932184d3c1ccea64e6d2,aligned_pair,reject,,"e2b56cd05fa912ab335f96a8fb2657fa,e904143f44ac932184d3c1ccea64e6d2",cosine similarity = 0.471
aligned3::e904143f44ac932184d3c1ccea64e6d2::fed9fc9fae675ca840f42c9e34601329,aligned_pair,reject,,"e904143f44ac932184d3c1ccea64e6d2,fed9fc9fae675ca840f42c9e34601329",cosine similarity = 0.454
aligned3::e904143f44ac932184d3c1ccea64e6d2::f66cdd771f2f7cd83ce4427dd1579568,aligned_pair,reject,,"e904143f44ac932184d3c1ccea64e6d2,f66cdd771f2f7cd83ce4427dd1579568",cosine similarity = 0.436
aligned3::e69ba9d3cb34cd1b8326d6eff7c291df::e904143f44ac932184d3c1ccea64e6d2,aligned_pair,reject,,"e69ba9d3cb34cd1b8326d6eff7c291df,e904143f44ac932184d3c1ccea64e6d2",cosine similarity = 0.417
aligned3::e904143f44ac932184d3c1ccea64e6d2::fccb407244818cb4573be8075adedc73,aligned_pair,reject,,"e904143f44ac932184d3c1ccea64e6d2,fccb407244818cb4573be8075adedc73",cosine similarity = 0.417
aligned3::e662ccd0b2764ab04d4b4ac5d7f3d24f::e904143f44ac932184d3c1ccea64e6d2,aligned_pair,reject,,"e662ccd0b2764ab04d4b4ac5d7f3d24f,e904143f44ac932184d3c1ccea64e6d2",cosine similarity = 0.416
aligned3::e6a4c118dc80a2c4835737319d43ca4b::e904143f44ac932184d3c1ccea64e6d2,aligned_pair,reject,,"e6a4c118dc80a2c4835737319d43ca4b,e904143f44ac932184d3c1ccea64e6d2",cosine similarity = 0.415
aligned3::ed351b9840808a0601257cea646d6f9f::f8a206e15af169b1b0ba608a9e14f757,aligned_pair,reject,,"ed351b9840808a0601257cea646d6f9f,f8a206e15af169b1b0ba608a9e14f757",cosine similarity = 0.549
aligned3::e6a4c118dc80a2c4835737319d43ca4b::ed351b9840808a0601257cea646d6f9f,aligned_pair,reject,,"e6a4c118dc80a2c4835737319d43ca4b,ed351b9840808a0601257cea646d6f9f",cosine similarity = 0.540
aligned3::e662ccd0b2764ab04d4b4ac5d7f3d24f::ed351b9840808a0601257cea646d6f9f,aligned_pair,reject,,"e662ccd0b2764ab04d4b4ac5d7f3d24f,ed351b9840808a0601257cea646d6f9f",cosine similarity = 0.527
aligned3::ed351b9840808a0601257cea646d6f9f::fd170b47807317844cf1df55b1bce272,aligned_pair,reject,,"ed351b9840808a0601257cea646d6f9f,fd170b47807317844cf1df55b1bce272",cosine similarity = 0.522
aligned3::ed351b9840808a0601257cea646d6f9f::eeb47991ca59d3ad8b44eb97ded966a1,aligned_pair,reject,,"ed351b9840808a0601257cea646d6f9f,eeb47991ca59d3ad8b44eb97ded966a1",cosine similarity = 0.520
aligned3::ed351b9840808a0601257cea646d6f9f::f1ff4ab844a704d88cb60740bfed50cc,aligned_pair,reject,,"ed351b9840808a0601257cea646d6f9f,f1ff4ab844a704d88cb60740bfed50cc",cosine similarity = 0.506
aligned3::df060e263ffcb757d257f8e7e61aaad4::ed351b9840808a0601257cea646d6f9f,aligned_pair,reject,,"df060e263ffcb757d257f8e7e61aaad4,ed351b9840808a0601257cea646d6f9f",cosine similarity = 0.505
aligned3::f1ff4ab844a704d88cb60740bfed50cc::f8a206e15af169b1b0ba608a9e14f757,aligned_pair,reject,,"f1ff4ab844a704d88cb60740bfed50cc,f8a206e15af169b1b0ba608a9e14f757",cosine similarity = 0.642
aligned3::eeb47991ca59d3ad8b44eb97ded966a1::f8a206e15af169b1b0ba608a9e14f757,aligned_pair,reject,,"eeb47991ca59d3ad8b44eb97ded966a1,f8a206e15af169b1b0ba608a9e14f757",cosine similarity = 0.606
