item_id,section,decision,notes,hashes,similarity
conflict2::ed7babd29e13995276c81cbb4bd1c9b5::f14eed629c671ca320414b7bed2dc430,conflict_negative,reject,,"ed7babd29e13995276c81cbb4bd1c9b5,f14eed629c671ca320414b7bed2dc430",cosine similarity = 0.720
conflict2::ed7babd29e13995276c81cbb4bd1c9b5::f66447c31f7cdea1b76e4d04b61eafb1,conflict_negative,reject,,"ed7babd29e13995276c81cbb4bd1c9b5,f66447c31f7cdea1b76e4d04b61eafb1",cosine similarity = 0.712
conflict2::ed7babd29e13995276c81cbb4bd1c9b5::ef99b0d40cc703687e90a4383c2e66ec,conflict_negative,reject,,"ed7babd29e13995276c81cbb4bd1c9b5,ef99b0d40cc703687e90a4383c2e66ec",cosine similarity = 0.710
conflict2::ed7babd29e13995276c81cbb4bd1c9b5::e6598661363f0501e69101ee159e317b,conflict_negative,reject,,"ed7babd29e13995276c81cbb4bd1c9b5,e6598661363f0501e69101ee159e317b",cosine similarity = 0.709
conflict2::ed7babd29e13995276c81cbb4bd1c9b5::e92dd833e3472eeb6b93df445879966b,conflict_negative,reject,,"ed7babd29e13995276c81cbb4bd1c9b5,e92dd833e3472eeb6b93df445879966b",cosine similarity = 0.700
conflict2::f3b7f230282e4d94752423bd1dd5cd24::f1e0f42672aff1a50d9d7f3f8595739e,conflict_negative,accept,,"f3b7f230282e4d94752423bd1dd5cd24,f1e0f42672aff1a50d9d7f3f8595739e",cosine similarity = 0.765
conflict2::f3b7f230282e4d94752423bd1dd5cd24::ed4908205b43c4e69fcb2172a50661ac,conflict_negative,accept,,"f3b7f230282e4d94752423bd1dd5cd24,ed4908205b43c4e69fcb2172a50661ac",cosine similarity = 0.745
conflict2::f3b7f230282e4d94752423bd1dd5cd24::f8ae57beb301f3c302361044d6a89e49,conflict_negative,reject,,"f3b7f230282e4d94752423bd1dd5cd24,f8ae57beb301f3c302361044d6a89e49",cosine similarity = 0.735
conflict2::f3b7f230282e4d94752423bd1dd5cd24::eeac8a2244faceedd3a4f96bc156a8e4,conflict_negative,reject,,"f3b7f230282e4d94752423bd1dd5cd24,eeac8a2244faceedd3a4f96bc156a8e4",cosine similarity = 0.729
conflict2::f3b7f230282e4d94752423bd1dd5cd24::f7834e45e54bf1730c9beb37302baa5b,conflict_negative,reject,,"f3b7f230282e4d94752423bd1dd5cd24,f7834e45e54bf1730c9beb37302baa5b",cosine similarity = 0.704
conflict2::ff94486f2fb662ef963bb3c9d62a8e65::e755a50062ca3caef3c9cc3ad58dc24a,conflict_negative,reject,,"ff94486f2fb662ef963bb3c9d62a8e65,e755a50062ca3caef3c9cc3ad58dc24a",cosine similarity = 0.700
conflict2::ff94486f2fb662ef963bb3c9d62a8e65::fea71e2e751a6906d3acd47ea64eb250,conflict_negative,reject,,"ff94486f2fb662ef963bb3c9d62a8e65,fea71e2e751a6906d3acd47ea64eb250",cosine similarity = 0.683
conflict2::ff94486f2fb662ef963bb3c9d62a8e65::eadcb040a138cb0ef3b3097a90a6697a,conflict_negative,reject,,"ff94486f2fb662ef963bb3c9d62a8e65,eadcb040a138cb0ef3b3097a90a6697a",cosine similarity = 0.672
conflict2::ff94486f2fb662ef963bb3c9d62a8e65::e292802cdb81357577a1e87346fe76a5,conflict_negative,accept,,"ff94486f2fb662ef963bb3c9d62a8e65,e292802cdb81357577a1e87346fe76a5",cosine similarity = 0.667
conflict2::ff94486f2fb662ef963bb3c9d62a8e65::ed2ffcf751891260d9c41fe8a9a2fd38,conflict_negative,reject,,"ff94486f2fb662ef963bb3c9d62a8e65,ed2ffcf751891260d9c41fe8a9a2fd38",cosine similarity = 0.665
conflict2::ed3d84c842377464f884c300e72912c5::e699eb5f80a49467733cd08230692473,conflict_negative,reject,,"ed3d84c842377464f884c300e72912c5,e699eb5f80a49467733cd08230692473",cosine similarity = 0.847
conflict2::ed3d84c842377464f884c300e72912c5::fff8c6048ea8e4744aff3f8b5985393e,conflict_negative,accept,,"ed3d84c842377464f884c300e72912c5,fff8c6048ea8e4744aff3f8b5985393e",cosine similarity = 0.837
conflict2::ed3d84c842377464f884c300e72912c5::f903e5c6e5a1f5c4a002b429eaa7bad8,conflict_negative,reject,,"ed3d84c842377464f884c300e72912c5,f903e5c6e5a1f5c4a002b429eaa7bad8",cosine similarity = 0.821
conflict2::ed3d84c842377464f884c300e72912c5::fd264f282bdcc026763ca03fb4e54023,conflict_negative,reject,,"ed3d84c842377464f884c300e72912c5,fd264f282bdcc026763ca03fb4e54023",cosine similarity = 0.807
conflict2::ed3d84c842377464f884c300e72912c5::edd38ba03b58b3ad4fdce29ce6364c20,conflict_negative,reject,,"ed3d84c842377464f884c300e72912c5,edd38ba03b58b3ad4fdce29ce6364c20",cosine similarity = 0.796
conflict2::ec46ab4c0047376101de83dd39032dfc::edd38ba03b58b3ad4fdce29ce6364c20,conflict_negative,reject,,"ec46ab4c0047376101de83dd39032dfc,edd38ba03b58b3ad4fdce29ce6364c20",cosine similarity = 0.501
conflict2::ec46ab4c0047376101de83dd39032dfc::e3033baff84e6bc612a5ecaefe9d2f94,conflict_negative,accept,,"ec46ab4c0047376101de83dd39032dfc,e3033baff84e6bc612a5ecaefe9d2f94",cosine similarity = 0.491
conflict2::ec46ab4c0047376101de83dd39032dfc::e8bd5ce929e3689d8b82f046f5f72168,conflict_negative,reject,,"ec46ab4c0047376101de83dd39032dfc,e8bd5ce929e3689d8b82f046f5f72168",cosine similarity = 0.489
conflict2::ec46ab4c0047376101de83dd39032dfc::fca0947a0bb5636dded2d9d068ead2f0,conflict_negative,accept,,"ec46ab4c0047376101de83dd39032dfc,fca0947a0bb5636dded2d9d068ead2f0",cosine similarity = 0.473
conflict2::ec46ab4c0047376101de83dd39032dfc::e5a1aa8b1666791f62e65924d65474cf,conflict_negative,accept,,"ec46ab4c0047376101de83dd39032dfc,e5a1aa8b1666791f62e65924d65474cf",cosine similarity = 0.472
conflict2::f00c22c8e3adf8001d0c0d59b8db7c61::f8ae57beb301f3c302361044d6a89e49,conflict_negative,accept,,"f00c22c8e3adf8001d0c0d59b8db7c61,f8ae57beb301f3c302361044d6a89e49",cosine similarity = 0.844
conflict2::f00c22c8e3adf8001d0c0d59b8db7c61::ecf449c9866dc5eb843a212c3f49ccc9,conflict_negative,accept,,"f00c22c8e3adf8001d0c0d59b8db7c61,ecf449c9866dc5eb843a212c3f49ccc9",cosine similarity = 0.798
conflict2::f00c22c8e3adf8001d0c0d59b8db7c61::fc385887524ecc8a2d6d0e090e63afa2,conflict_negative,accept,,"f00c22c8e3adf8001d0c0d59b8db7c61,fc385887524ecc8a2d6d0e090e63afa2",cosine similarity = 0.775
conflict2::f00c22c8e3adf8001d0c0d59b8db7c61::ecd09e61f99b3ec56c9be9708133860c,conflict_negative,accept,,"f00c22c8e3adf8001d0c0d59b8db7c61,ecd09e61f99b3ec56c9be9708133860c",cosine similarity = 0.774
conflict2::f00c22c8e3adf8001d0c0d59b8db7c61::f031e302107087880f5c64cee7fb37ca,conflict_negative,accept,,"f00c22c8e3adf8001d0c0d59b8db7c61,f031e302107087880f5c64cee7fb37ca",cosine similarity = 0.765
conflict2::e8827721df325f4fc220b1d339e894ab::e66ab0d2b48b421fa2419f896ed9e393,conflict_negative,reject,,"e8827721df325f4fc220b1d339e894ab,e66ab0d2b48b421fa2419f896ed9e393",cosine similarity = 0.750
conflict2::e8827721df325f4fc220b1d339e894ab::ed625aa0509fe6000176bc2f4ffa760e,conflict_negative,reject,,"e8827721df325f4fc220b1d339e894ab,ed625aa0509fe6000176bc2f4ffa760e",cosine similarity = 0.750
conflict2::e8827721df325f4fc220b1d339e894ab::e710eb7f719dfdce8c721e39e1344b95,conflict_negative,reject,,"e8827721df325f4fc220b1d339e894ab,e710eb7f719dfdce8c721e39e1344b95",cosine similarity = 0.711
conflict2::e8827721df325f4fc220b1d339e894ab::f13f834f33aaa969e6fed6890ccb5243,conflict_negative,reject,,"e8827721df325f4fc220b1d339e894ab,f13f834f33aaa969e6fed6890ccb5243",cosine similarity = 0.709
conflict2::e8827721df325f4fc220b1d339e894ab::df25b845fe06c20bb58e31317d214241,conflict_negative,reject,,"e8827721df325f4fc220b1d339e894ab,df25b845fe06c20bb58e31317d214241",cosine similarity = 0.708
conflict2::f7a29de93eda4fe16ad3de37aa5fe409::f0c2705b60243cf812c2008908719e0a,conflict_negative,reject,,"f7a29de93eda4fe16ad3de37aa5fe409,f0c2705b60243cf812c2008908719e0a",cosine similarity = 0.786
conflict2::f7a29de93eda4fe16ad3de37aa5fe409::df25b845fe06c20bb58e31317d214241,conflict_negative,reject,,"f7a29de93eda4fe16ad3de37aa5fe409,df25b845fe06c20bb58e31317d214241",cosine similarity = 0.756
conflict2::f7a29de93eda4fe16ad3de37aa5fe409::e66ab0d2b48b421fa2419f896ed9e393,conflict_negative,reject,,"f7a29de93eda4fe16ad3de37aa5fe409,e66ab0d2b48b421fa2419f896ed9e393",cosine similarity = 0.732
conflict2::f7a29de93eda4fe16ad3de37aa5fe409::e41101b86180e9cd957adf83826f9f00,conflict_negative,reject,,"f7a29de93eda4fe16ad3de37aa5fe409,e41101b86180e9cd957adf83826f9f00",cosine similarity = 0.732
conflict2::f7a29de93eda4fe16ad3de37aa5fe409::e1b9b00d7ccd76702744832c98fb8e78,conflict_negative,reject,,"f7a29de93eda4fe16ad3de37aa5fe409,e1b9b00d7ccd76702744832c98fb8e78",cosine similarity = 0.728
conflict2::e1b1cdde809da456dd6ab858a339b3b2::efaf88d95c61c6f8cd7182445c7279d7,conflict_negative,accept,,"e1b1cdde809da456dd6ab858a339b3b2,efaf88d95c61c6f8cd7182445c7279d7",cosine similarity = 0.672
conflict2::e1b1cdde809da456dd6ab858a339b3b2::ffd9b8af6f5d64db6b6dab4d2efa5caa,conflict_negative,reject,,"e1b1cdde809da456dd6ab858a339b3b2,ffd9b8af6f5d64db6b6dab4d2efa5caa",cosine similarity = 0.634
conflict2::e1b1cdde809da456dd6ab858a339b3b2::f63bdfab068a94e677f80d51b1b26548,conflict_negative,reject,,"e1b1cdde809da456dd6ab858a339b3b2,f63bdfab068a94e677f80d51b1b26548",cosine similarity = 0.633
conflict2::e1b1cdde809da456dd6ab858a339b3b2::e505737ecc1964b0d82b79ba09717ced,conflict_negative,reject,,"e1b1cdde809da456dd6ab858a339b3b2,e505737ecc1964b0d82b79ba09717ced",cosine similarity = 0.629
conflict2::e1b1cdde809da456dd6ab858a339b3b2::ed5ba444f145ebac4adaa064f19dd106,conflict_negative,reject,,"e1b1cdde809da456dd6ab858a339b3b2,ed5ba444f145ebac4adaa064f19dd106",cosine similarity = 0.629
conflict2::e7c44a402383f0881f075fa7fdde6888::e5e8d5a22884eb00cd672a5f1b981854,conflict_negative,reject,,"e7c44a402383f0881f075fa7fdde6888,e5e8d5a22884eb00cd672a5f1b981854",cosine similarity = 0.755
conflict2::e7c44a402383f0881f075fa7fdde6888::df25b845fe06c20bb58e31317d214241,conflict_negative,reject,,"e7c44a402383f0881f075fa7fdde6888,df25b845fe06c20bb58e31317d214241",cosine similarity = 0.730
conflict2::e7c44a402383f0881f075fa7fdde6888::fecb95411fb270a14ce6b490fe96d9c0,conflict_negative,reject,,"e7c44a402383f0881f075fa7fdde6888,fecb95411fb270a14ce6b490fe96d9c0",cosine similarity = 0.691
conflict2::e7c44a402383f0881f075fa7fdde6888::eab96b527ab7b27bb6691a25805f8d7b,conflict_negative,reject,,"e7c44a402383f0881f075fa7fdde6888,eab96b527ab7b27bb6691a25805f8d7b",cosine similarity = 0.668
conflict2::e7c44a402383f0881f075fa7fdde6888::ee84d45355ecb2bd035977cc28e1b32d,conflict_negative,reject,,"e7c44a402383f0881f075fa7fdde6888,ee84d45355ecb2bd035977cc28e1b32d",cosine similarity = 0.667
conflict2::e4d8628d8b475bed5210fd7f6dd5fd94::efcda0d0b8bad6595d7adfd806c527d7,conflict_negative,reject,,"e4d8628d8b475bed5210fd7f6dd5fd94,efcda0d0b8bad6595d7adfd806c527d7",cosine similarity = 0.725
conflict2::e4d8628d8b475bed5210fd7f6dd5fd94::f5864c9e910783edf9494ec8931d9e2d,conflict_negative,reject,,"e4d8628d8b475bed5210fd7f6dd5fd94,f5864c9e910783edf9494ec8931d9e2d",cosine similarity = 0.723
conflict2::e4d8628d8b475bed5210fd7f6dd5fd94::eb886bb0c8cb9026919edf9d5dabff02,conflict_negative,reject,,"e4d8628d8b475bed5210fd7f6dd5fd94,eb886bb0c8cb9026919edf9d5dabff02",cosine similarity = 0.699
conflict2::e4d8628d8b475bed5210fd7f6dd5fd94::f8a6c5cbf5bf73168b9d24964898fafa,conflict_negative,reject,,"e4d8628d8b475bed5210fd7f6dd5fd94,f8a6c5cbf5bf73168b9d24964898fafa",cosine similarity = 0.698
conflict2::e4d8628d8b475bed5210fd7f6dd5fd94::ff614f3283a76d9778dd5c11be099b62,conflict_negative,accept,,"e4d8628d8b475bed5210fd7f6dd5fd94,ff614f3283a76d9778dd5c11be099b62",cosine similarity = 0.687
conflict2::e8fc52caa53182790a51f53330131d68::edd38ba03b58b3ad4fdce29ce6364c20,conflict_negative,reject,,"e8fc52caa53182790a51f53330131d68,edd38ba03b58b3ad4fdce29ce6364c20",cosine similarity = 0.751
conflict2::e8fc52caa53182790a51f53330131d68::fb39818e1ad3029b9e0dcacfecaf6f24,conflict_negative,reject,,"e8fc52caa53182790a51f53330131d68,fb39818e1ad3029b9e0dcacfecaf6f24",cosine similarity = 0.749
conflict2::e8fc52caa53182790a51f53330131d68::f903e5c6e5a1f5c4a002b429eaa7bad8,conflict_negative,reject,,"e8fc52caa53182790a51f53330131d68,f903e5c6e5a1f5c4a002b429eaa7bad8",cosine similarity = 0.740
conflict2::e8fc52caa53182790a51f53330131d68::e699eb5f80a49467733cd08230692473,conflict_negative,reject,,"e8fc52caa53182790a51f53330131d68,e699eb5f80a49467733cd08230692473",cosine similarity = 0.733
conflict2::e8fc52caa53182790a51f53330131d68::fff8c6048ea8e4744aff3f8b5985393e,conflict_negative,reject,,"e8fc52caa53182790a51f53330131d68,fff8c6048ea8e4744aff3f8b5985393e",cosine similarity = 0.727
